Date,Value
14/4/2016,1465554.23
15/4/2016,1287911.293
16/4/2016,1270147
17/4/2016,1358968.468
18/4/2016,1199089.825
19/4/2016,1332322.028
20/4/2016,1465554.23
21/4/2016,1341204.175
22/4/2016,1270147
23/4/2016,1279029.147
24/4/2016,1172443.384
25/4/2016,1128032.65
26/4/2016,1341204.175
27/4/2016,1145796.944
28/4/2016,1207843.183
29/4/2016,1403229.58
30/4/2016,1296655.182
1/5/2016,1376585.981
2/5/2016,1394348.38
3/5/2016,1341061.181
4/5/2016,1492041.579
5/5/2016,1385467.181
6/5/2016,1438754.38
7/5/2016,1332179.981
8/5/2016,1447635.58
9/5/2016,1536447.578
10/5/2016,1403229.58
11/5/2016,1284309.113
12/5/2016,1342247.87
13/5/2016,1467781.843
14/5/2016,1390530.167
15/5/2016,1342247.87
16/5/2016,1361560.789
17/5/2016,1361560.789
18/5/2016,1487094.762
19/5/2016,1168431.599
20/5/2016,1438812.464
21/5/2016,1361560.789
22/5/2016,1776788.547
23/5/2016,1747819.168
24/5/2016,1456454.923
25/5/2016,1377192.07
26/5/2016,1357376.357
27/5/2016,1377192.07
28/5/2016,1317744.93
29/5/2016,1456454.923
30/5/2016,1436639.21
31/5/2016,1258297.79
1/6/2016,1426731.353
2/6/2016,1367284.213
3/6/2016,1406915.64
4/6/2016,1179034.937
5/6/2016,1694243.482
6/6/2016,1684335.625
7/6/2016,1406915.64
8/6/2016,1403462.34
9/6/2016,1608133.931
10/6/2016,1403462.34
11/6/2016,1520417.535
12/6/2016,1422954.872
13/6/2016,1569148.866
14/6/2016,1296253.41
15/6/2016,1500925
16/6/2016,1452193.671
17/6/2016,1452193.67
18/6/2016,1549656.33
19/6/2016,1725089.126
20/6/2016,1598387.66
21/6/2016,1551383.97
22/6/2016,1343144.516
23/6/2016,1457676.21
24/6/2016,1353556.48
25/6/2016,1728387.516
26/6/2016,1530560.02
27/6/2016,1530560.02
28/6/2016,1551383.975
29/6/2016,1520148.05
30/6/2016,1561795.94
1/7/2016,1634679.759
2/7/2016,1551383.97
3/7/2016,1603443.84
4/7/2016,1601825.836
5/7/2016,1538177.12
6/7/2016,1485136.53
7/7/2016,1463920.3
8/7/2016,1538177.12
9/7/2016,1580609.59
10/7/2016,1654866.426
11/7/2016,1516960.89
12/7/2016,1516960.89
13/7/2016,1379055.355
14/7/2016,1506352.77
15/7/2016,1432095.94
16/7/2016,1665474.544
17/7/2016,1580609.59
18/7/2016,1581302.69
19/7/2016,1358434.534
20/7/2016,1591915.46
21/7/2016,1411498.38
22/7/2016,1369047.303
23/7/2016,1390272.84
24/7/2016,1337208.99
25/7/2016,1400885.613
26/7/2016,1369047.3
27/7/2016,1358434.53
28/7/2016,1453949.462
29/7/2016,1560077.15
30/7/2016,1262919.6
31/7/2016,1634366.548
1/8/2016,1623753.77
2/8/2016,1555605.72
3/8/2016,1686075.879
4/8/2016,1535533.39
5/8/2016,1696112.04
6/8/2016,1676039.713
7/8/2016,1485352.56
8/8/2016,1495388.72
9/8/2016,1254520.743
10/8/2016,1525497.22
11/8/2016,1505424.89
12/8/2016,1495388.726
13/8/2016,1645931.21
14/8/2016,1645931.21
15/8/2016,1577645.903
16/8/2016,1469587.96
17/8/2016,1329112.64
18/8/2016,1664092.254
19/8/2016,1664092.25
20/8/2016,1685703.84
21/8/2016,1761344.399
22/8/2016,1718121.22
23/8/2016,1588451.69
24/8/2016,1653286.46
25/8/2016,1404753.2
26/8/2016,1426364.78
27/8/2016,1556034.316
28/8/2016,1642480.66
29/8/2016,1635101.52
30/8/2016,1810682.895
31/8/2016,1481467.82
1/9/2016,1547310.83
2/9/2016,1678996.866
3/9/2016,1382703.3
4/9/2016,1964316.59
5/9/2016,1536337.002
6/9/2016,1492441.65
7/9/2016,1668023.03
8/9/2016,1580232.344
9/9/2016,1569258.5
10/9/2016,1700944.53
11/9/2016,1799709.059
12/9/2016,1829872.71
13/9/2016,1863551.35
14/9/2016,1751289.223
15/9/2016,1728836.79
16/9/2016,1571669.81
17/9/2016,1829872.714
18/9/2016,1627800.88
19/9/2016,1493086.32
20/9/2016,1717610.584
21/9/2016,1863551.35
22/9/2016,1582896.02
23/9/2016,1526764.964
24/9/2016,1874777.56
25/9/2016,2230413.26
26/9/2016,1834694.782
27/9/2016,2026558.28
28/9/2016,1774737.43
29/9/2016,1714780.091
30/9/2016,1702788.62
1/10/2016,1882660.65
2/10/2016,1690797.152
3/10/2016,1822703.31
4/10/2016,1894652.12
5/10/2016,2002575.351
6/10/2016,1930626.53
7/10/2016,1726771.55
8/10/2016,2171858.804
9/10/2016,2056197.68
10/10/2016,1606404.44
11/10/2016,1786321.738
12/10/2016,1863429.15
13/10/2016,1644958.14
14/10/2016,1747768.032
15/10/2016,1824875.44
16/10/2016,1670660.61
17/10/2016,1606404.441
18/10/2016,1991941.5
19/10/2016,1619255.67
20/10/2016,1722065.561
21/10/2016,2107602.62
22/10/2016,1878507.28
23/10/2016,1815470.125
24/10/2016,1802862.69
25/10/2016,1752432.96
26/10/2016,1752432.968
27/10/2016,2042403.89
28/10/2016,1916329.57
29/10/2016,1878507.282
30/10/2016,2130655.91
31/10/2016,1853292.41
1/11/2016,1815470.125
2/11/2016,1676788.37
3/11/2016,1966759.3
4/11/2016,1462462.045
5/11/2016,1885928.48
6/11/2016,1949214.67
7/11/2016,1847956.772
8/11/2016,2139073.24
9/11/2016,1860614.01
10/11/2016,2126416.012
11/11/2016,2063129.82
12/11/2016,2126416.01
13/11/2016,1809985.057
14/11/2016,2177044.96
15/11/2016,1974529.15
16/11/2016,2177044.964
17/11/2016,2012500.86
18/11/2016,2073243.13
19/11/2016,1989192.74
20/11/2016,1807083.54
21/11/2016,1961175.94
22/11/2016,1877125.543
23/11/2016,2059234.73
24/11/2016,2297377.53
25/11/2016,2129276.735
26/11/2016,2157293.53
27/11/2016,2017209.53
28/11/2016,2297377.53
29/11/2016,2115268.33
30/11/2016,1989192.73
1/12/2016,2045226.338
2/12/2016,2052749.31
3/12/2016,2451895.01
4/12/2016,2109770.131
5/12/2016,2166790.94
6/12/2016,2138280.53
7/12/2016,2494660.628
8/12/2016,2238066.96
9/12/2016,1924452.48
10/12/2016,1881686.874
11/12/2016,2223811.75
12/12/2016,2223811.75
13/12/2016,2537426.239
14/12/2016,1981473.29
15/12/2016,1958064.63
16/12/2016,2050571.629
17/12/2016,2235585.61
18/12/2016,2173914.28
19/12/2016,2343510.433
20/12/2016,2127660.78
21/12/2016,2451435.25
22/12/2016,2451435.255
23/12/2016,2343510.43
24/12/2016,2112242.95
25/12/2016,2574777.91
26/12/2016,2189332.11
27/12/2016,2405181.75
28/12/2016,2589949.671
29/12/2016,2368856.4
30/12/2016,2479403.03
31/12/2016,2337271.654
1/1/2017,2463610.66
2/1/2017,2526780.16
3/1/2017,2589949.671
4/1/2017,2432025.91
5/1/2017,2210932.64
6/1/2017,2542572.542
7/1/2017,2195140.26
8/1/2017,2637326.79
9/1/2017,2147763.141
10/1/2017,2679581.83
11/1/2017,2562350.13
12/1/2017,2897297.864
13/1/2017,2528855.36
14/1/2017,2880550.47
15/1/2017,2796813.545
16/1/2017,2830308.31
17/1/2017,2646087.06
18/1/2017,2528855.361
19/1/2017,2914045.251
20/1/2017,3165256.048
21/1/2017,3031276.956
22/1/2017,3398969.892
23/1/2017,2715269.052
24/1/2017,2910612.149
25/1/2017,2930146.459
26/1/2017,3066886.627
27/1/2017,3320832.653
28/1/2017,2969215.078
29/1/2017,3262229.724
30/1/2017,2852009.22
31/1/2017,2832474.91
1/2/2017,3750587.467
2/2/2017,3066886.627
3/2/2017,2910612.149
4/2/2017,3043000.843
5/2/2017,3336807.821
6/2/2017,2623276.589
7/2/2017,3168918.119
8/2/2017,3063987.056
9/2/2017,3546669.948
10/2/2017,3105959.481
11/2/2017,2917083.567
12/2/2017,2959055.992
13/2/2017,3420752.672
14/2/2017,3546669.948
15/2/2017,2917083.567
16/2/2017,3189904.332
17/2/2017,3168918.119
18/2/2017,3330515.744
19/2/2017,2936112.564
20/2/2017,3242870.593
21/2/2017,3023757.715
22/2/2017,3045669.003
23/2/2017,3286693.168
24/2/2017,3637273.773
25/2/2017,3659185.061
26/2/2017,3900209.227
27/2/2017,3155225.442
28/2/2017,3352427.032
1/3/2017,3155225.442
2/3/2017,3440072.183
3/3/2017,3458650.323
4/3/2017,3069265.85
5/3/2017,3367030.447
6/3/2017,3252505.602
7/3/2017,3504460.261
8/3/2017,3252505.602
9/3/2017,3389935.416
10/3/2017,3573175.168
11/3/2017,3412840.385
12/3/2017,3550270.199
13/3/2017,3321220.509
14/3/2017,3573175.168
15/3/2017,3252505.602
16/3/2017,3504460.261
17/3/2017,3641704.837
18/3/2017,3712647.139
19/3/2017,3925474.045
20/3/2017,3216051.025
21/3/2017,3357935.629
22/3/2017,3807236.875
23/3/2017,3499820.233
24/3/2017,4161948.385
25/3/2017,3145108.723
26/3/2017,3925474.045
27/3/2017,3121461.289
28/3/2017,3665352.271
29/3/2017,3263345.893
30/3/2017,4073274.033
31/3/2017,3352999.966
1/4/2017,3278488.856
2/4/2017,3924251.812
3/4/2017,4371318.475
4/4/2017,3104629.598
5/4/2017,4023599.96
6/4/2017,3651044.408
7/4/2017,4023599.96
8/4/2017,3402674.04
9/4/2017,3949088.849
10/4/2017,3675881.445
11/4/2017,4147785.144
12/4/2017,3526859.224
13/4/2017,3287972.007
14/4/2017,3598646.527
15/4/2017,3909321.047
16/4/2017,3779873.33
17/4/2017,3572756.984
18/4/2017,3779873.33
19/4/2017,3702204.7
20/4/2017,3598646.527
21/4/2017,4323553.741
22/4/2017,3753983.787
23/4/2017,3961100.134
24/4/2017,3210303.377
25/4/2017,3831652.417
26/4/2017,3961100.134
27/4/2017,3814281.634
28/4/2017,3528859.199
29/4/2017,4488916.48
30/4/2017,3918071.61
1/5/2017,3892124.116
2/5/2017,4099704.069
3/5/2017,3425069.222
4/5/2017,4359179.01
5/5/2017,3347226.74
6/5/2017,4359179.01
7/5/2017,4333231.516
8/5/2017,4670548.939
9/5/2017,4021861.587
10/5/2017,4119773.002
11/5/2017,3757901.049
12/5/2017,4286790.827
13/5/2017,4398136.043
14/5/2017,4565153.868
15/5/2017,4732171.692
16/5/2017,3674392.137
17/5/2017,4314627.131
18/5/2017,3952755.178
19/5/2017,4565153.868
20/5/2017,4592990.172
21/5/2017,4091936.698
22/5/2017,4064100.394
23/5/2017,4976737.782
24/5/2017,4562009.633
25/5/2017,4828620.586
26/5/2017,4532386.194
27/5/2017,4976737.782
28/5/2017,4887867.464
29/5/2017,4473139.316
30/5/2017,5302595.613
31/5/2017,4858244.025
1/6/2017,5035984.66
2/6/2017,4325022.12
3/6/2017,5687700.322
4/6/2017,5432357.042
5/6/2017,5533581.086
6/6/2017,5094943.561
7/6/2017,5567322.434
8/6/2017,5567322.434
9/6/2017,5094943.561
10/6/2017,4757530.08
11/6/2017,4926236.821
12/6/2017,4959978.169
13/6/2017,4757530.08
14/6/2017,4723788.732
15/6/2017,5162426.257
16/6/2017,4993719.517
17/6/2017,5129905.644
18/6/2017,5129905.644
19/6/2017,5342177.602
20/6/2017,4882255.027
21/6/2017,4953012.346
22/6/2017,4917633.687
23/6/2017,5660585.539
24/6/2017,5165284.304
25/6/2017,4316196.473
26/6/2017,5023769.665
27/6/2017,4634604.41
28/6/2017,5554449.56
29/6/2017,4245439.154
30/6/2017,5448313.581
1/7/2017,6622798.791
2/7/2017,6622798.791
3/7/2017,5988701.034
4/7/2017,5389830.931
5/7/2017,5248920.318
6/7/2017,5002326.746
7/7/2017,5213692.665
8/7/2017,5812562.768
9/7/2017,4861416.134
10/7/2017,6939847.669
11/7/2017,6094383.994
12/7/2017,6235294.606
13/7/2017,5530741.543
14/7/2017,5559049.844
15/7/2017,5079131.872
16/7/2017,6518885.788
17/7/2017,5918988.323
18/7/2017,6598872.117
19/7/2017,5958981.488
20/7/2017,6478892.624
21/7/2017,6158947.309
22/7/2017,6398906.295
23/7/2017,6878824.267
24/7/2017,7118783.254
25/7/2017,5918988.323
26/7/2017,5878995.159
27/7/2017,6585327.485
28/7/2017,6414280.018
29/7/2017,6713613.086
30/7/2017,6285994.418
31/7/2017,6200470.684
1/8/2017,6371518.151
2/8/2017,6499803.752
3/8/2017,5901137.617
4/8/2017,7654374.155
5/8/2017,7568850.421
6/8/2017,5986661.35
7/8/2017,6542565.619
8/8/2017,7012946.153
9/8/2017,6333394.737
10/8/2017,6149818.078
11/8/2017,6608759.726
12/8/2017,6195712.243
13/8/2017,6792336.385
14/8/2017,5966241.419
15/8/2017,6975913.044
16/8/2017,5966241.419
17/8/2017,8215055.493
18/8/2017,6838230.55
19/8/2017,6930018.879
20/8/2017,5966241.419
21/8/2017,5277828.948
22/8/2017,4084580.664
23/8/2017,7297172.197
24/8/2017,4459277.508
25/8/2017,4459277.508
26/8/2017,4635882.557
27/8/2017,6843445.68
28/8/2017,5695512.856
29/8/2017,6578538.105
30/8/2017,7417412.092
31/8/2017,7196655.78
1/9/2017,7682319.667
2/9/2017,7240807.042
3/9/2017,6799294.418
4/9/2017,7726470.929
5/9/2017,8697798.703
6/9/2017,7430760.766
7/9/2017,8072925.277
8/9/2017,8027056.383
9/9/2017,7751843.021
10/9/2017,6329907.319
11/9/2017,7981187.489
12/9/2017,8623352
13/9/2017,8715089.787
14/9/2017,7981187.489
15/9/2017,8256400.851
16/9/2017,7751843.021
17/9/2017,8072925.277
18/9/2017,6965995.452
19/9/2017,8556655.83
20/9/2017,6417491.873
21/9/2017,9653662.988
22/9/2017,7624199.746
23/9/2017,9105159.409
24/9/2017,7953301.894
25/9/2017,6856294.736
26/9/2017,7569349.388
27/9/2017,8063002.609
28/9/2017,9708513.346
29/9/2017,9269710.483
30/9/2017,7569349.388
1/10/2017,7130546.525
2/10/2017,8380132.04
3/10/2017,10223761.09
4/10/2017,7486251.289
5/10/2017,6983443.366
6/10/2017,8882939.962
7/10/2017,8827072.415
8/10/2017,10167893.54
9/10/2017,8994675.056
10/10/2017,8938807.509
11/10/2017,7765589.023
12/10/2017,8547734.68
13/10/2017,7597986.383
14/10/2017,7877324.117
15/10/2017,11601113.07
16/10/2017,10351762.43
17/10/2017,9756833.552
18/10/2017,8983426.015
19/10/2017,10589733.98
20/10/2017,10649226.87
21/10/2017,9102411.79
22/10/2017,10827705.53
23/10/2017,10173283.77
24/10/2017,9935312.215
25/10/2017,11006184.19
26/10/2017,12999790.29
27/10/2017,7510989.944
28/10/2017,6138789.858
29/10/2017,11122042.8
30/10/2017,10616495.4
31/10/2017,9966505.887
1/11/2017,7872095.229
2/11/2017,10833158.57
3/11/2017,8594305.801
4/11/2017,9388737.429
5/11/2017,10183169.06
6/11/2017,9605400.601
7/11/2017,11266484.92
8/11/2017,10399832.23
9/11/2017,11049821.74
10/11/2017,8139094.745
11/11/2017,5426063.163
12/11/2017,5426063.163
13/11/2017,9495610.536
14/11/2017,8681701.061
15/11/2017,10309520.01
16/11/2017,10309520.01
17/11/2017,11326906.85
18/11/2017,9224307.378
19/11/2017,10852126.33
20/11/2017,11869513.17
21/11/2017,11733861.59
22/11/2017,8342572.114
23/11/2017,10648648.96
24/11/2017,9977010.841
25/11/2017,10445729.47
26/11/2017,10244850.06
27/11/2017,11383166.73
28/11/2017,10445729.47
29/11/2017,11584046.14
30/11/2017,11182287.32
1/12/2017,12253644.19
2/12/2017,10780528.49
3/12/2017,11784925.56
4/12/2017,12119724.58
5/12/2017,11918845.17
6/12/2017,14867776.06
7/12/2017,11941671.2
8/12/2017,12337090.77
9/12/2017,13760601.25
10/12/2017,12969762.09
11/12/2017,13523349.5
12/12/2017,12337090.77
13/12/2017,14709608.23
14/12/2017,14630524.31
15/12/2017,13365181.67
16/12/2017,13523349.5
17/12/2017,14630524.31
18/12/2017,16946489.24
19/12/2017,13035760.95
20/12/2017,12663310.64
21/12/2017,12290860.32
22/12/2017,14432449.62
23/12/2017,12942648.37
24/12/2017,14153111.89
25/12/2017,12570198.06
26/12/2017,13221986.11
27/12/2017,14525562.2
28/12/2017,13873774.15
29/12/2017,15363575.41
30/12/2017,13687549
31/12/2017,15177350.25
1/1/2018,14975580.96
2/1/2018,16415540.67
3/1/2018,15071578.27
4/1/2018,16127548.73
5/1/2018,13727615.88
6/1/2018,16127548.73
7/1/2018,15551564.84
8/1/2018,15935554.1
9/1/2018,15743559.47
10/1/2018,15935554.1
11/1/2018,18527481.57
12/1/2018,17087521.86
13/1/2018,16501289.11
14/1/2018,17165770.55
15/1/2018,16612036.02
16/1/2018,17608758.18
17/1/2018,18494733.44
18/1/2018,19159214.88
19/1/2018,18273239.62
20/1/2018,19712949.41
21/1/2018,20709671.57
22/1/2018,18494733.44
23/1/2018,19602202.5
24/1/2018,19491455.6
25/1/2018,20445148.56
26/1/2018,20056949.54
27/1/2018,20315748.89
28/1/2018,20445148.56
29/1/2018,19151151.82
30/1/2018,21609745.63
31/1/2018,15139761.91
1/2/2018,20703947.91
2/2/2018,21739145.31
3/2/2018,20445148.56
4/2/2018,23033142.05
5/2/2018,23938939.78
6/2/2018,24293141.32
7/2/2018,20149017.21
8/2/2018,18720008.9
9/2/2018,19291612.22
10/2/2018,20434818.87
11/2/2018,21578025.52
12/2/2018,23721537.99
13/2/2018,23435736.33
14/2/2018,25579248.8
15/2/2018,18720008.9
16/2/2018,22435430.51
17/2/2018,21292223.86
18/2/2018,23149934.67
19/2/2018,23149934.67
20/2/2018,21079198.67
21/2/2018,25265138.83
22/2/2018,22275181.57
23/2/2018,22125683.71
24/2/2018,21677190.12
25/2/2018,25564134.55
26/2/2018,21079198.67
27/2/2018,23919658.06
28/2/2018,23172168.75
1/3/2018,24667147.38
2/3/2018,23321666.61
3/3/2018,26909615.32
4/3/2018,22125683.71
5/3/2018,24372959.73
6/3/2018,25517998.11
7/3/2018,25681575.02
8/3/2018,26499459.57
9/3/2018,23882229
10/3/2018,22900767.53
11/3/2018,25027267.37
12/3/2018,26335882.66
13/3/2018,25845151.93
14/3/2018,23555075.18
15/3/2018,23555075.18
16/3/2018,25517998.11
17/3/2018,24372959.73
18/3/2018,25990711.3
19/3/2018,26679206.96
20/3/2018,21859737.32
21/3/2018,26162835.21
22/3/2018,24613719.97
23/3/2018,22892480.81
24/3/2018,26851330.88
25/3/2018,23236728.64
26/3/2018,25818587.38
27/3/2018,26162835.21
28/3/2018,23236728.64
29/3/2018,26162835.21
30/3/2018,27884074.37
31/3/2018,22031861.23
1/4/2018,28274794.22
2/4/2018,27227579.62
3/4/2018,28449329.98
4/4/2018,25656757.72
5/4/2018,27227579.62
6/4/2018,24085935.81
7/4/2018,31416438.02
8/4/2018,28100258.45
9/4/2018,25656757.72
10/4/2018,28623865.75
11/4/2018,28100258.45
12/4/2018,26878508.08
13/4/2018,28798401.52
14/4/2018,26146926.52
15/4/2018,31109116.95
16/4/2018,26910340.43
17/4/2018,30918263.48
18/4/2018,30536556.52
19/4/2018,33971919.13
20/4/2018,26146926.52
21/4/2018,30345703.04
22/4/2018,30536556.52
23/4/2018,29200582.17
24/4/2018,30345703.04
25/4/2018,23474977.82
26/4/2018,26910340.43
27/4/2018,28391145.89
28/4/2018,25592018.83
29/4/2018,31590148.24
30/4/2018,30990335.3
1/5/2018,31590148.24
2/5/2018,27991270.6
3/5/2018,30190584.71
4/5/2018,27591395.3
5/5/2018,32189961.18
6/5/2018,27391457.65
7/5/2018,29990647.07
8/5/2018,27791332.95
9/5/2018,31990023.54
10/5/2018,30790397.65
11/5/2018,26161151.17
12/5/2018,33988897.19
13/5/2018,30487010.81
14/5/2018,27191117.75
15/5/2018,30075024.18
16/5/2018,36872803.62
17/5/2018,27191117.75
18/5/2018,30487010.81
19/5/2018,31722970.71
20/5/2018,29663037.55
21/5/2018,32340950.66
22/5/2018,31104990.76
23/5/2018,33370917.24
24/5/2018,30616246.32
25/5/2018,37681533.93
26/5/2018,34684139.19
27/5/2018,35112338.44
28/5/2018,33399541.44
29/5/2018,29759847.82
30/5/2018,37253334.68
31/5/2018,36396936.18
1/6/2018,35540537.68
2/6/2018,32543142.94
3/6/2018,34898238.81
4/6/2018,39180231.3
5/6/2018,42980660.1
6/6/2018,36103754.49
7/6/2018,35121339.4
8/6/2018,35612546.94
9/6/2018,35121339.4
10/6/2018,31191679.05
11/6/2018,34384528.08
12/6/2018,35612546.94
13/6/2018,35121339.4
14/6/2018,37577377.12
15/6/2018,37577377.12
16/6/2018,40770226.16
17/6/2018,38559792.21
18/6/2018,40279018.61
19/6/2018,39122596.14
20/6/2018,39122596.14
21/6/2018,42908653.83
22/6/2018,38112980.76
23/6/2018,40384615.37
24/6/2018,43161057.68
25/6/2018,39627403.83
26/6/2018,36850961.53
27/6/2018,30540865.37
28/6/2018,39627403.83
29/6/2018,38112980.76
30/6/2018,35588942.3
1/7/2018,37103365.37
2/7/2018,37594816.26
3/7/2018,30929068.69
4/7/2018,35728406.94
5/7/2018,36528296.65
6/7/2018,42660784.4
7/7/2018,41594264.79
8/7/2018,42127524.6
9/7/2018,36261666.74
10/7/2018,39727855.48
11/7/2018,35995036.84
12/7/2018,37594816.26
13/7/2018,38128076.06
14/7/2018,35461777.04
15/7/2018,35461777.04
16/7/2018,31995588.3
17/7/2018,40931868.49
18/7/2018,44793365.52
19/7/2018,44021066.11
20/7/2018,39644702.82
21/7/2018,35268339.52
22/7/2018,46852830.6
23/7/2018,42733900.44
24/7/2018,40931868.49
25/7/2018,45565664.92
26/7/2018,42476467.3
27/7/2018,42991333.57
28/7/2018,37327804.6
29/7/2018,50277183.1
30/7/2018,39630250.21
31/7/2018,43474975.98
1/8/2018,44362220.38
2/8/2018,45249464.79
3/8/2018,49094190.56
4/8/2018,52051671.92
5/8/2018,47319701.74
6/8/2018,38743005.8
7/8/2018,44657968.52
8/8/2018,46432457.33
9/8/2018,44066472.25
10/8/2018,52051671.92
11/8/2018,52376369.9
12/8/2018,49230273.08
13/8/2018,47642199.75
14/8/2018,43195594.44
15/8/2018,51135961.07
16/8/2018,50183117.07
17/8/2018,48277429.08
18/8/2018,50818346.4
19/8/2018,46054126.43
20/8/2018,47642199.75
21/8/2018,47006970.42
22/8/2018,50818346.4
23/8/2018,47324585.09
24/8/2018,48824180.03
25/8/2018,45145645.91
26/8/2018,57853309.21
27/8/2018,61866255.51
28/8/2018,51165065.37
29/8/2018,46483294.68
30/8/2018,51499477.56
31/8/2018,51833889.75
1/9/2018,50496240.99
2/9/2018,48155355.64
3/9/2018,48155355.64
4/9/2018,42135936.19
5/9/2018,44142409.34
6/9/2018,50161828.79
7/9/2018,52673943.17
8/9/2018,52338942.95
9/9/2018,56874984.68
10/9/2018,47105048.66
11/9/2018,49198606.38
12/9/2018,58619616.11
13/9/2018,51641090.38
14/9/2018,46058269.8
15/9/2018,48849680.09
16/9/2018,48500753.8
17/9/2018,47105048.66
18/9/2018,49547532.66
19/9/2018,54432500.67
20/9/2018,54756137.2
21/9/2018,51200543.88
22/9/2018,55111696.54
23/9/2018,53333899.87
24/9/2018,52622781.21
25/9/2018,60089527.19
26/9/2018,49422747.22
27/9/2018,50844984.55
28/9/2018,54756137.2
29/9/2018,54045018.54
30/9/2018,57956171.2
1/10/2018,56178374.53
2/10/2018,48711628.55
3/10/2018,51556103.21
4/10/2018,54911962.63
5/10/2018,48176505.21
6/10/2018,46323562.7
7/10/2018,52623567.23
8/10/2018,50029447.71
9/10/2018,48176505.21
10/10/2018,53364744.23
11/10/2018,58923571.75
12/10/2018,48917682.21
13/10/2018,52252978.72
14/10/2018,42247089.18
15/10/2018,60035337.26
16/10/2018,50029447.71
17/10/2018,51141213.22
18/10/2018,49274490.48
19/10/2018,50702736.58
20/10/2018,51059798.11
21/10/2018,49274490.48
22/10/2018,55344536.41
23/10/2018,54987474.89
24/10/2018,40347952.35
25/10/2018,48917428.96
26/10/2018,51059798.11
27/10/2018,48560367.43
28/10/2018,49988613.53
29/10/2018,52130982.68
30/10/2018,54987474.89
31/10/2018,58201028.61
