,price(USD)
619,5.660526965985244
1758,9.274291220468006
10,4.768139014266231
494,6.184416896257962
342,6.103922317564434
1723,9.323561908685836
591,5.864710138762483
1574,8.293637055000499
658,5.496266179227691
744,5.467891350519489
1645,8.77043442887419
1703,9.59531701765701
1971,8.812146762326737
1618,8.349928902843596
1659,8.800077774295966
130,4.821329403527856
1280,6.552992790847734
1320,6.652540396667858
1890,8.787353144236395
632,5.453267726545859
154,4.883180638743141
1629,8.646038370875775
384,6.100991371635224
195,5.837905358981679
1110,6.12196635517214
64,4.368054477106998
1722,9.344092990128534
1415,7.131962264649544
141,4.878017769481417
1631,8.631203787026696
522,5.795814560102695
1522,7.821081621392277
552,5.790449347866773
1325,6.657959696670501
339,6.101820066935569
759,5.468439815884993
1922,8.858095600316766
518,5.959535187313809
699,5.511208541397895
1752,9.223819124088612
1463,7.281922339905417
764,5.4195167819498815
1696,9.67394859413306
790,5.549231714807603
755,5.46848199307136
428,6.478156277171131
185,5.326953413084369
945,5.891229761312137
800,5.595305998320117
218,7.049888321120647
1630,8.655489712760206
1647,8.866092180831282
1619,8.372042556079554
505,6.124376998227723
1511,7.859899522883884
1957,8.736068446500497
1148,6.501154526273679
159,4.863140194454346
467,6.382289678476631
1702,9.671813973760198
858,5.459032169587933
262,6.704500135598569
834,5.58417277165841
1536,7.709810674665562
1007,5.921363919428493
785,5.48217940286057
268,6.712263372634794
1613,8.334738025697007
239,6.527870194476742
215,6.857955605429531
1867,8.824573473948204
1170,6.481454610285835
930,5.800182968942516
1502,7.98698425243047
1851,8.920854006098883
392,6.348981636342801
816,5.665180236874259
879,5.455919227051527
1861,8.922778292324978
771,5.433066767099651
1835,9.140557188274787
397,6.445164109451856
1720,9.53005149406544
1101,6.104659294874325
608,5.7453082214847
238,6.501755027710408
1048,6.026348948961484
46,4.603168183317418
507,5.9780499726861205
1075,6.039278044016987
128,4.84016325365945
881,5.476547230438735
1133,6.372380782294734
395,6.422743590109127
278,6.714267612575438
1565,8.263600741842529
754,5.48450643486848
1958,8.748554087682086
528,5.889874691346349
1376,6.950354892600954
1789,9.061005908868625
1674,9.200975659615027
1334,6.802005798798528
1624,8.474129101945211
61,4.579954936847027
1611,8.34215623735949
210,6.828549720801162
1884,8.724721049977894
1286,6.566306680787389
1759,9.204027487586144
1088,6.100005001397433
1895,8.821006453796267
1639,8.65659854848328
1003,5.940460684515219
84,4.559754322457609
1183,6.479476916183712
526,5.865759590732924
301,6.286072579630496
520,5.927405910807262
860,5.480013727948073
341,6.134417046412845
716,5.431842509153028
645,5.4278532878970704
1844,9.0186627836982
1016,5.945708525269778
1975,8.778832577838493
313,6.455717296699235
596,5.767664530367487
1470,7.471089857920591
883,5.4638318050256105
1165,6.501860078397462
486,6.231642190977971
1601,8.186211056568661
612,5.752096334934752
909,5.653120559853973
223,6.793824812641244
1709,9.633691238681308
1317,6.643893894389368
1141,6.530411046590627
1439,7.070358704909988
439,6.440244539902091
799,5.601491317767735
723,5.463704678301283
1817,9.096618329314316
1019,5.9736314789561895
1212,6.363338400221056
418,6.400523190726276
296,6.322349776860411
1764,9.276802042675602
184,5.31762967758041
1531,7.834095346709294
1754,9.316806276466602
535,5.950590467898009
795,5.563753830052498
1057,6.035864134404666
352,6.20617261960109
1043,6.025600238037596
1667,9.015830437770155
27,4.86576365274914
1134,6.358136850496991
1580,8.385819469345515
413,6.413081836886114
1256,6.425419925615774
1191,6.339176947171316
1210,6.374632920217536
1823,9.098209209352586
430,6.445640451156639
1182,6.483458971588781
961,6.122163808030912
1597,8.26239642110012
899,5.571203009757061
1441,7.079571851130944
609,5.739503481230614
444,6.444401490454281
496,6.163062140538961
788,5.525293563882423
1802,8.799437003298403
1446,7.06698731255106
640,5.422480009168459
517,5.929828476449581
1991,8.744819480232463
1506,7.823877996742711
1627,8.638265035231646
1496,7.828993750580226
199,6.033757459298234
1766,9.303593892852136
557,5.844645260156524
307,6.5046473904476505
69,4.330733340286331
719,5.4054213614622375
1460,7.186802679721579
1377,6.935759475391735
289,6.398877756434162
864,5.480013727948073
207,6.67913425365956
224,6.896765107682234
283,6.550465860578348
1794,8.877863144667852
688,5.564367138872703
168,4.981206483405444
15,4.738126413236717
885,5.468903667123571
1576,8.327871188577538
1184,6.483856306394424
132,4.846310814003956
950,5.966095455757441
1746,9.073383691172868
957,6.07136109025385
1288,6.565025504746119
891,5.491001710377538
1672,9.192525627530992
838,5.554857008480675
1918,8.957901883604949
1954,8.818058975568132
697,5.532361292330535
564,5.926205766645928
1033,6.069744162986665
1245,6.410207776161989
1013,5.931608379954616
1275,6.519456974495838
269,6.679900647937808
1481,7.633868073364543
1677,9.313140612926032
354,6.218101987676447
192,5.824760401209104
1213,6.35914124915449
60,4.553876891600541
1515,7.91517290746532
700,5.498069458404876
623,5.411154859811406
280,6.72137750685825
257,6.757153295078622
2009,8.754159171288501
72,4.488411625377895
97,4.670208582167313
1661,8.968723484466768
833,5.600641715736688
823,5.636395455954346
665,5.476003194937463
1587,8.431990359840178
1921,8.914447348406188
212,6.948906819196245
757,5.469156586232957
1990,8.738615261832107
256,6.8239387928890265
1338,6.8825707954430815
177,5.286700147207846
1322,6.660126905987529
1467,7.364844626709437
1885,8.68239063050227
226,6.774201028953529
1372,6.878264674415078
1768,9.349876201833313
1309,6.6016104811645215
1140,6.557488331338735
1373,6.897704943128636
1643,8.718475517975767
534,5.947408160911063
1493,7.784901774778564
1313,6.648518120019689
1230,6.408545265388375
1195,6.384755854284438
1091,6.134807028218637
123,4.906311278124028
650,5.394899464394281
1040,5.992763702839602
1401,7.110434864363971
1480,7.592991248270747
1646,8.821403418277587
1730,9.34327033377744
887,5.472900727246869
988,6.0690966593218345
193,5.854556029840523
1367,6.82258947060983
589,5.841629541348326
805,5.663134076178392
705,5.563447034529307
1984,8.798220671098848
917,6.000572939471973
152,4.9210752173836125
1242,6.401850859535214
853,5.439209105245518
1972,8.810574492368291
205,6.584888072794888
550,5.78714275003436
1816,9.08803600549067
1423,6.945484495792144
1314,6.65078344916977
1476,7.46261692673774
1949,8.860046454487195
1904,8.897726058225365
1387,6.915376166113498
506,6.049969276480545
1963,8.78100256505646
1037,6.049521168549791
1905,8.906284985406456
1732,9.32142547089587
1459,7.183749311638727
1208,6.3663673496335065
1064,6.03267846481631
1733,9.347952178377852
348,6.0278687977516885
288,6.478632522523298
859,5.48034721413233
1602,8.312329049066438
372,6.083770217892008
1433,7.005743687310341
1980,8.79380016069556
994,5.939486808015269
724,5.443456132214275
267,6.739880857935068
450,6.399443160380445
1633,8.649643249609358
1104,6.127327594312016
606,5.756248414559503
1175,6.511358925133849
1737,9.23379319195096
1757,9.338927059672168
11,4.750481917148146
614,5.580031667220026
656,5.458819263202066
873,5.443369638247176
1900,8.739936662709107
202,6.569144757859214
1955,8.7839968180866
601,5.80519520806593
902,5.574318987350425
1798,8.868168322238727
1956,8.773410912219868
897,5.529865500206057
811,5.630781581771711
1931,8.74634426140032
1685,9.6439004282426
1429,6.949098737516397
319,6.4559844179974615
23,4.838660029356445
628,5.354083144453894
767,5.418763519623904
1332,6.762602331215333
646,5.37952862197286
1143,6.644427550532245
1847,9.038349667687257
1135,6.366814031311523
808,5.632393878568548
1461,7.206599818640029
1616,8.39128070110495
426,6.463637696242598
233,6.542788913153852
1011,5.957364699910975
1059,6.031910470922513
1593,8.349801231497837
989,6.064389677122539
736,5.436599954348043
618,5.643253681581379
1928,8.730010005045115
1569,8.385817188555128
1893,8.805181716906489
1259,6.428492919672265
1721,9.535036397553348
41,4.666735541646246
921,5.951371453541538
1008,5.92599225681032
573,5.931953367684436
1281,6.593140419956204
659,5.465567585821707
146,4.836678653633929
423,6.395395145124195
866,5.44072797202915
75,4.539137215383653
595,5.789531944664912
889,5.506022354173055
616,5.656271491985149
315,6.448746978943002
477,6.235292689615024
765,5.412315470601449
153,4.887940214078852
610,5.769663843769714
977,6.07207632360037
537,5.9641704285334365
1244,6.398278744785442
1315,6.631632802877041
1657,8.689169756155202
655,5.55105855430119
732,5.45907474542615
1913,8.980977520848056
1592,8.34991235377383
1217,6.352821015590084
1822,9.136761644363244
1712,9.771514944375598
446,6.436070236953864
71,4.477336814478207
43,4.689327493994814
516,5.9320594938154425
411,6.384604005525509
1009,5.913962359578552
813,5.625244190325718
118,4.788074906042627
1201,6.3726198859985645
274,6.716618986302906
1747,9.061391306930384
739,5.487821400818009
377,6.090245967905382
144,4.851014122823077
544,5.871497879060794
1769,9.35291574424762
1082,6.065272474252702
689,5.566969513093012
666,5.469493712236993
913,5.794567278861639
837,5.567848197415368
815,5.663515881427646
213,7.029415234109244
707,5.5336266147611175
704,5.536388938446483
74,4.592084946439436
629,5.360869541205001
1516,7.866051305001322
948,5.896384340857712
1489,7.677599576964522
772,5.436817643793142
1682,9.78711664435825
1218,6.3588642744093535
955,6.114412001942849
1407,7.109250180147978
200,6.088954168385239
1362,6.8267729633486
630,5.353657461581201
148,4.853669544564609
1274,6.488718490843878
1575,8.31605816594737
99,4.670489652108734
613,5.638888334738211
402,6.482373137033614
1047,6.020173473744435
366,6.125470826955716
1051,6.035218239997905
953,6.03545750879361
326,6.338169960009224
1455,7.131258765511895
1859,8.940117005511421
1356,6.711472719331553
641,5.379298095680316
410,6.355986125533015
270,6.74955641630831
104,4.672735372150515
1923,8.862616674399032
378,6.088114737787482
1060,6.033949158714138
1251,6.415047858129825
594,5.845484562716465
1250,6.419913491606522
1219,6.355326105361071
1474,7.496019607562572
827,5.641587871063083
1190,6.307478941826799
345,5.896356846803299
16,4.772462703762286
660,5.481680047850402
1650,8.909670319683558
466,6.378714766795241
1084,6.060757373603932
1340,6.867589319224012
820,5.666772649022301
1554,7.911005053143151
1361,6.797438054671267
309,6.499064975518278
4,4.726502471155617
762,5.406678376218101
855,5.435118408040182
429,6.468707533856847
1909,8.91122114389488
1321,6.646442461550424
440,6.429719478039138
1724,9.343979258822994
67,4.230476736546681
33,4.808111029984782
1365,6.793376442459316
663,5.463789431246498
582,5.928844185126315
894,5.5089023886148505
22,4.818667360250496
1041,6.010678766031786
760,5.451596237889261
1364,6.814191573203821
1457,7.1560830293553614
625,5.342669124118538
1279,6.554844669608862
374,6.110269282873232
1637,8.688709919043973
1074,6.04218142539969
624,5.17558460116574
1699,9.546519708563512
1834,9.129534790054736
512,6.047750358118574
1981,8.787809468029694
1434,7.043613961365751
5,4.753417762448295
1927,8.790485222067241
287,6.510823656892212
1673,9.21805057184608
560,5.908028588865948
1130,6.345127459430418
1117,6.0940662607687015
801,5.652068038969523
1887,8.765876606058624
353,6.172910720865983
1658,8.788971466248178
1300,6.594782748599401
920,5.9249774620856215
541,5.882179674558
1788,9.094025632844682
1535,7.766666866774863
1249,6.413344196484241
13,4.770515118574929
376,6.082903607424764
587,5.891340298245402
1226,6.421036730559379
265,6.768090831854162
1577,8.37397387921998
720,5.41441008553489
1810,8.987113067154747
1947,8.859897397485392
1838,9.049642136949036
1749,9.096804305167122
1519,7.845036168053759
1739,9.088412257337527
1120,6.100453472119812
1428,6.952805123535846
822,5.651400868974447
1312,6.657047809321718
929,5.767476889636389
1111,6.125973586679952
1355,6.707033471102657
1678,9.333919908746374
810,5.611301621862036
284,6.509454446057991
1827,9.116535059291127
230,6.560139179531751
449,6.428912701069197
109,4.725172978382788
1997,8.776177905477153
1292,6.558481450523715
576,5.911798851689727
1445,7.062448668658617
542,5.882235447006424
615,5.615351909276774
1791,9.011889433252344
1701,9.69051089278254
1974,8.77226787440305
919,5.961134197300148
1512,7.904493559647526
639,5.450050841573968
984,6.105328803257029
484,6.236134728966472
443,6.433534771188361
999,5.9972477918637095
1558,8.088749076656034
1063,6.050440752208279
869,5.434071287525657
713,5.415033166243997
1777,9.124024026123717
1993,8.747135975470753
1466,7.350394134843793
1241,6.390576181243971
958,6.095554255632363
500,6.169171305413585
981,6.063808464231149
217,6.982473065161485
1606,8.19696588844855
924,5.8284160656576125
1118,6.085296361941852
1573,8.316417601563973
1756,9.326504319839252
1207,6.356246539940612
1394,7.01864348874978
1178,6.499666732667259
938,5.768477233588013
691,5.590576448492924
1021,5.995033171985007
1357,6.7225696245735325
1186,6.487699239068929
19,4.808111029984782
1151,6.500208004669648
1384,6.90664466247588
1765,9.248117736310212
1986,8.794853715478942
26,4.894101477840304
1419,6.944318618289184
1767,9.314871543823482
676,5.621957624353872
404,6.48561185782116
1005,5.935661097242545
1494,7.821530850490624
1796,8.854102475375491
1994,8.795038541561155
1933,8.7473886196958
95,4.653484046266642
1153,6.444687540737514
1261,6.455245732038982
1263,6.461952434082015
62,4.477904834942216
778,5.519178314704694
1622,8.436963132860287
1711,9.767788097075234
1331,6.726449206409507
758,5.469662232628359
1299,6.622576736748394
179,5.173887288169859
113,4.814620410170298
1886,8.734595493252906
445,6.443431488867566
453,6.387114981827755
403,6.484619968343135
954,6.028952991518974
1785,9.09800894923752
1530,7.852676226755151
49,4.673296015035692
1935,8.79231116509766
1736,9.221102254620211
1705,9.464804279879752
1679,9.36612115104089
1751,9.157816847481588
1000,5.971261839790462
1316,6.638842620506876
457,6.373661028276792
826,5.6519627259264045
1410,7.017792840190927
1268,6.446766890063318
1726,9.464145030392002
896,5.519418834228022
1849,8.930774606348873
698,5.492567494207265
1122,6.117039370016048
277,6.724913586941295
302,6.365868892262776
1237,6.413245819701083
1962,8.781925419274915
1621,8.396080368165185
802,5.680650310599154
1960,8.751001273927367
1014,5.92270379153719
1579,8.376804052394377
809,5.615934384083006
182,5.320029933453687
236,6.418462810428566
149,4.859347179882474
468,6.356992685612445
1006,5.911744703974747
968,6.119989679296268
611,5.749647730528151
1404,7.134324954424503
1608,8.211097286845659
1171,6.490981467850926
1632,8.627614081753599
1590,8.431447921665372
532,5.993836731253038
58,4.622420539394619
1329,6.674876998571031
1432,6.985280975485229
1520,7.850711310565689
1811,9.028527085990731
1001,5.97238365929519
1232,6.4115555074114665
1266,6.460545876165626
1216,6.352751340103633
637,5.573483945929398
1417,7.0027836008864375
701,5.509752642730086
840,5.419073755183819
1943,8.817984955117728
1833,9.146427788232256
1873,8.786537652911155
183,5.297467005093198
1750,9.05950817987275
761,5.439078809256279
1347,6.806265041902409
841,5.424509391785796
1824,9.142747591333034
508,6.011463233614671
851,5.437644431769136
34,4.79363947336828
1860,8.951897309537538
235,6.399891930011259
1054,6.01713229385656
379,6.096139828046113
107,4.700480365792417
1452,7.108824985737784
882,5.46653999896249
1042,6.026976468109342
111,4.77912349311153
1977,8.80133400099165
1262,6.456785354036069
1348,6.811431585746545
1258,6.424577247144958
98,4.670489652108734
510,5.996675944158515
1402,7.1314666690454045
9,4.725616339063959
250,6.841668893854277
1156,6.462389626687933
1563,8.123800912542311
79,4.5005871457956514
985,6.106354512981937
253,6.735150362371476
1068,6.043036552651969
1152,6.501184559911355
1162,6.507904381658441
1114,6.119241917049808
133,4.835408509778168
1173,6.495250450082734
1693,9.858401270518582
1740,9.12431396429044
1875,8.81616974045737
1087,6.108558456482495
1052,6.041563378408446
878,5.45992588174445
1930,8.754848535468078
657,5.452839405984207
577,5.92998800000623
1121,6.108513980410614
962,6.138914254052992
770,5.433678334478489
1925,8.816831008277132
941,5.878127861768979
992,5.944713552418529
1158,6.517272375046999
1105,6.132356285805463
169,4.958710221231336
998,5.96126303837486
304,6.309772813101524
473,6.252173596308333
1155,6.467885044149796
1941,8.787452362775996
1090,6.129311613800107
1799,8.91682934412396
407,6.451149496418355
1220,6.349855517830181
1572,8.340291321551009
667,5.465694475956169
964,6.093208530991266
949,5.964992226776867
1227,6.439909320290201
839,5.552688230278819
452,6.389686822446562
1950,8.880388034544367
1449,7.100134421603312
515,5.990138668519309
420,6.366143933950514
1484,7.749912807615038
856,5.425874699962912
626,5.336720437830982
1109,6.122097994743185
1027,6.084476633772445
1378,6.947110598460196
351,6.2711207482458775
1948,8.849939925534345
1891,8.794780987655214
1399,7.073879700873521
398,6.493072821324363
1129,6.287263587661711
437,6.448699502700896
1742,8.861031091953457
1172,6.497950769274874
2007,8.778379839688956
1691,9.87692794820078
670,5.562065288704186
2001,8.7752960814188
1936,8.767573628107204
1194,6.376335714914397
584,5.931608379954616
1548,7.839411356985143
1556,7.939846638395074
365,6.10396699832044
231,6.519442229691538
509,5.989212012054688
748,5.451210112651179
1609,8.275990042846004
633,5.449750070308246
1202,6.346495640664719
773,5.437731422330715
44,4.643910014304022
1311,6.630076341269903
714,5.389391313447408
172,5.145515776290074
401,6.491148330455128
1440,7.079437100671747
389,6.263836261894019
127,4.84229553482272
170,4.986137662495856
1196,6.381883697010875
1072,6.048836826965852
1426,6.879407243466649
1805,8.824007077984044
1697,9.5431415929429
28,4.859812404361672
1540,7.750649170403858
669,5.538436022068208
870,5.453267726545859
1718,9.543406815462562
1469,7.452338644083598
1318,6.646312589733725
1866,8.92259829772433
1228,6.4344341529240845
1937,8.779635914344244
30,4.858260813670253
1065,6.028904830081827
1089,6.110491253529623
2003,8.777193124592454
0,4.934473933130692
1366,6.805057880743794
555,5.857418736478917
1591,8.434932692928381
1420,6.96163721993118
1896,8.81569798635415
337,6.078650908786898
951,5.9807826987611215
390,6.348071988768487
1635,8.705606157846509
636,5.610094312003862
249,6.755244919759812
305,6.34076486521555
861,5.494747264343823
1842,9.03241513718133
775,5.452839405984207
1812,8.99611444023454
1264,6.460029642159371
431,6.448525403859796
1193,6.354422213349382
186,5.327827623921977
229,6.780296837177326
605,5.791732300054234
1126,6.280751580919966
105,4.696472344394877
219,6.949261839133864
777,5.524735550395904
1301,6.606163581338786
18,4.813890216636577
1472,7.52064639577642
1713,9.709672194350953
1695,9.719708934744173
843,5.44957816038862
884,5.469156586232957
368,6.083405420806339
1462,7.259137239767281
868,5.439165675135416
464,6.37822242775045
92,4.6654182663334485
569,5.880197734679395
940,5.8632333692109
1780,9.026767232279004
503,6.163020023749096
1998,8.773527001497294
476,6.184293210419833
986,6.105194937435004
668,5.535442715382666
1443,7.0909264747306695
1831,9.194750478642495
828,5.630279447691364
956,6.067638241330824
1509,7.884331751729654
1652,8.873661313968901
1206,6.353221555453508
1414,7.122995682533201
937,5.777683282495735
1772,9.205472543299276
1078,6.053570424265026
242,6.590369727156913
690,5.560373891360845
530,5.934682533008997
1783,9.029312378168758
780,5.499338000774475
829,5.6338606003511575
73,4.54318839363221
1221,6.355326105361071
1614,8.375871533316651
1302,6.622390519485516
1790,9.047641426276464
1341,6.870738535302861
1235,6.40889116361539
497,6.164324820112424
101,4.632785353021065
854,5.429477199246059
7,4.696837374513915
1988,8.800910916215562
1903,8.815763273774625
1176,6.511462971806307
803,5.73924613893177
617,5.684055844472168
59,4.5502915244781015
1395,7.067072588760754
52,4.695924549256556
766,5.41614484566124
126,4.91654437069666
1436,7.026258055562869
1177,6.500132845520113
804,5.676856536716945
66,4.22683374526818
1127,6.274969156096884
1952,8.890548245606167
1132,6.353674146545189
926,5.82452409235233
25,4.882726162140863
1310,6.614792622086431
1160,6.490419998303485
1025,6.044056997227153
1029,6.042537817291983
1846,9.050445056614516
335,6.124683390894205
31,4.858416081118745
1363,6.830334132013552
1305,6.608688647663718
1714,9.624018328791871
1483,7.69236889799195
2,4.665794807804526
385,6.185797016568072
1623,8.471402623955038
308,6.501649965986549
282,6.663388091216301
361,6.125208417157578
1808,8.974756003621026
1326,6.66590025484612
1698,9.589338293869176
742,5.486455308663431
1393,7.016430295607793
1243,6.401502517061281
1856,8.910066015116684
442,6.424123202900276
106,4.723486412806134
1553,7.962520167869971
483,6.238695649951252
419,6.386828813036717
862,5.47369822566266
923,5.940118619756394
1719,9.572953649061397
355,6.21007785233566
136,4.905348849769155
903,5.5958631324367065
140,4.880602536010955
2008,8.754167061438675
1517,7.859633207700222
1911,9.033562619860668
125,4.909783119099854
1167,6.474631162879999
135,4.8890701151444125
1290,6.573051477756885
536,5.969346741854363
1926,8.749187062852997
1727,9.361609762014668
1882,8.740904581479505
