,price(USD)
1983,8.79090057112236
330,6.363476278956927
825,5.639172839879004
1683,9.712526784995273
371,6.062249145825942
674,5.618950539139504
538,5.946519481064813
1910,8.951117468264364
42,4.691347882229144
1044,6.027651817869694
1914,9.008109126155146
490,6.167243917055838
1774,9.143194721896188
1939,8.77743983068195
1390,6.961068531879153
441,6.432956169780361
1544,7.940263377047203
1336,6.811629766884754
1529,7.832121317623226
558,5.8923897901667415
1015,5.92998800000623
763,5.41938389452748
741,5.489557368849238
295,6.434690970633077
1929,8.745706300816101
1233,6.414425702832897
1100,6.101909614496577
298,6.407655263022215
1599,8.199120637640387
406,6.481868051732337
373,6.087183734166526
276,6.719749598119837
1045,6.033661595807771
246,6.650848097515119
481,6.230914424696501
654,5.461838293878274
568,5.940986709618745
943,5.917387343711666
137,4.8629083820668
797,5.598273799875206
1537,7.596884397933498
1944,8.811473447896246
675,5.606867674804115
1585,8.497280238034358
459,6.378239408994666
1985,8.793411808819611
1408,7.047821522878978
1818,9.08186929717677
1346,6.921894842535856
57,4.6443908991413725
1214,6.3620793777804
1030,6.052183282142688
489,6.162219467530472
1966,8.745270153423206
708,5.50023728141062
890,5.493349467701171
599,5.7976977426292855
845,5.429827968750248
471,6.236643525282804
2000,8.77740899574905
1422,6.956593061065437
1869,8.794352088971026
740,5.481888142742423
638,5.4525394723958245
935,5.789899006947267
543,5.850735887612364
1968,8.76387356570203
1238,6.412228692505316
586,5.926819353614451
1386,6.913946076389864
1526,7.86436996137322
1448,7.084871645581296
731,5.448201816085329
1916,9.014517683691382
910,5.682558838204574
165,4.906681196376314
1359,6.789354552594107
1017,5.939355130309431
1125,6.269986039271506
460,6.373712204039962
1692,9.85777863644248
82,4.5217885770490405
1374,6.919150110596011
1668,8.996406778496764
1197,6.376131532578863
367,6.107913359751229
717,5.406498899392565
850,5.444795832926761
291,6.478970365552356
1533,7.754811681649343
846,5.347440808507589
549,5.824967125660913
1293,6.553933404025811
907,5.639954811910036
151,4.90453376321371
425,6.401286815657556
1542,7.950999315220666
63,4.504244267398131
1583,8.424110329297251
1770,9.350111009965708
1333,6.82674043226786
1664,8.99206868384074
1342,6.9063743259052055
504,6.143885159803208
393,6.356680413308461
696,5.509307361689676
1283,6.5354154213058
68,4.33729074083249
1626,8.605965683398766
1497,7.89760869150848
1979,8.797827990064071
712,5.463619918172396
310,6.498748907997604
110,4.730745008896157
1819,9.097657558049349
1163,6.519280022493607
631,5.426358716428921
972,6.045242252788453
1686,9.736239812759385
1854,8.871990774214815
333,6.199230466377869
20,4.804184965723707
1748,9.004721119243097
686,5.652734764145549
735,5.464890566373852
1456,7.14360970377877
1880,8.72652662045699
1149,6.392653860353358
1405,7.144778066546178
1435,7.033629933457658
1482,7.622267590982821
279,6.713891364732907
1291,6.574727104763479
649,5.408919122875832
685,5.671947751136183
1651,8.85695999498688
1252,6.416813978521521
323,6.413032636797544
523,5.769539003720864
2005,8.776605410574756
1248,6.406417833088455
1458,7.183673427013674
1406,7.149296549602667
927,5.81895469769802
781,5.501666290534067
1505,7.907239442091029
1093,6.098164165767038
1547,7.85467996307225
318,6.444719319051995
1894,8.833141969576328
702,5.533666130300609
55,4.625854777180924
642,5.422700793838069
622,5.588708266810736
1879,8.714419780930378
1473,7.451891880069099
1881,8.727773352810189
1490,7.72106488442765
1825,9.151238777264936
499,6.172910720865983
1567,8.372627429152189
1486,7.749706011786407
1728,9.30059232595321
718,5.409232427119192
1760,9.238704285865609
2004,8.774690245594137
1940,8.759565087510927
1056,6.023762313407144
983,6.116730625940379
314,6.442460545464136
1942,8.812835993013325
647,5.405511200650152
1492,7.735577572868662
1803,8.842168158434129
1188,6.437111444848978
786,5.49141399650995
469,6.3463028053717565
687,5.544708584581937
1675,9.230005734950083
973,6.071430328745864
1431,6.977010782644906
1807,8.847270739816832
653,5.402542237605569
1257,6.428379871489394
156,4.815512145465092
357,6.191052838800655
1022,6.010433493655585
746,5.463874177009261
48,4.624482497020464
566,5.960463955988194
1741,9.02045508213754
980,6.068101461646686
1464,7.307014503702115
387,6.264768751613808
1097,6.113527300582422
1906,8.918302158638028
1982,8.779235865717615
1670,9.081260769697764
1946,8.866681775213081
513,6.019638896290872
1871,8.805986646053983
725,5.422347514964887
774,5.4486321272069045
115,4.774997345200357
1031,6.051218201507095
1951,8.892752890555018
1061,6.035816304678482
176,5.367376902479531
583,5.9119883456061855
1656,8.747582429229293
814,5.620437096944849
635,5.537649178058771
1345,7.05335233781702
893,5.500196422557522
1471,7.484576486853699
1549,7.893471322160999
1010,5.963322241161702
266,6.76528116198421
264,6.770089637831403
1468,7.375832053034158
254,6.741334630019847
1205,6.352124042168828
931,5.812905901674555
960,6.119813785535645
180,5.27918551423201
1524,7.823469844904563
1571,8.327907440820649
1832,9.17426438897176
334,6.13621403099418
1095,6.120692945115768
1425,6.881431837312621
1710,9.647123252230248
415,6.392586905782009
971,6.048175638692024
1053,6.014375084941085
1970,8.815080512721881
1793,8.984577142298999
1058,6.036485712755503
206,6.648595873463558
1412,7.108064090790479
272,6.651597713049167
1424,6.842192233198377
1828,9.13064435419876
830,5.564980071775742
1612,8.336059728559086
914,5.752604384353485
1707,9.519661619531444
383,6.100498308132105
454,6.372551576488147
1187,6.48478789573783
1020,6.010212697069674
501,6.171951087956207
157,4.856940066090624
904,5.585374243605899
1265,6.4643078905460944
934,5.774831009596282
1557,7.971648440471466
424,6.390794205110063
1453,7.116329206920158
114,4.804021044733257
1070,6.042680338492253
1717,9.507024305824167
1528,7.866565124454941
1744,8.940872738211873
993,5.958502209405155
1081,6.062807987176117
1782,8.973417317878594
78,4.590056548178043
1083,6.05821156521981
678,5.66939804779437
1475,7.50021987417605
498,6.172994123701727
1451,7.114297792438844
211,6.911129579621086
380,6.103430697442801
197,6.007362502260754
1534,7.784348383997746
784,5.498315108354934
563,5.990589164072028
1396,7.065109393756906
1687,9.769956159911606
593,5.861811338881111
1487,7.694515745891261
