,averageDifficulty,cumulative total number of coins,activeAddresses,Daily Hash Rate(Trillions of hashes/s)
277,21.508922857288727,12345914.8,135418,9.959726723835416
302,21.864162466385118,12454564.8,185097,10.251114860426616
1237,26.1438008362187,15882164.8,505154,14.216355891326913
1962,29.579784333966263,17277383.54,620772,17.64541788760437
1621,27.74434980123555,16611852.3,689838,16.134745621694332
802,24.6565877282272,14376164.8,319701,12.816267177851662
1960,29.579784333966263,17273883.54,599503,17.886579944436768
1014,25.69307913652241,15190464.8,507109,14.006731897279018
1579,27.51223757993858,16502714.8,749676,15.738801917143054
809,24.6565877282272,14401839.8,290314,12.802378065639708
182,19.7840359724619,11924264.8,95946,8.245096338951482
236,20.88956233817724,12165489.8,152460,9.141412247785937
149,18.818242702953476,11761814.8,78099,7.171672405596411
468,23.705388211609577,13133289.8,200262,11.944579723833288
1006,25.51075757972846,15155089.8,600635,13.864465081959224
968,25.26067814705501,15004564.8,377621,13.341463654169496
611,24.428042139374583,13679614.8,208903,12.686161661793236
1404,26.85666387994306,16198977.3,694648,15.02954174087037
1608,27.726331295732876,16586977.3,658174,15.74067772783398
1171,26.08455800265584,15787902.3,452552,14.17464962146522
1632,27.813342672722506,16633752.3,910174,16.175395597337623
1590,27.550895071449265,16526614.8,768389,15.90402646241954
532,24.278684810950043,13387414.8,210594,12.472265812309722
58,16.777647695134004,11345789.8,68612,5.140224972529152
1329,26.459838134425603,16054139.8,651525,14.570533708842149
1432,26.937873935368604,16251364.8,652269,15.182686269881629
1520,27.291343748358383,16442289.8,621633,15.261355824438038
1811,28.976493482528184,16981514.8,738315,17.108021173310547
1001,25.51075757972846,15133989.8,529075,13.730933689552351
1232,26.1438008362187,15872989.8,491556,14.375862773527436
1266,26.280093898645948,15987514.8,588298,14.504620349225569
1216,26.1077608997355,15842827.3,500187,14.307215452128998
637,24.443471314705103,13721689.8,200594,12.762215458807486
1417,26.88868369117783,16223377.3,685027,15.127255694708383
701,24.567385726424003,13957764.8,260939,12.74076402032584
840,24.687878302147706,14515439.8,288422,12.894704530217304
1943,29.537596259585182,17242108.54,502611,17.87342121325227
1833,29.02230301855948,17022627.3,665088,17.140234765663756
1873,29.22838644712838,17099421.05,436137,17.467720638947288
183,19.7840359724619,11929539.8,96937,8.214005752052795
1750,28.68533314570008,16865389.8,937586,17.057291986991032
761,24.58587990103601,14022114.8,310813,12.714076198297027
1347,26.48531721972659,16088639.8,645716,14.601756502222116
841,24.687878302147706,14519189.8,277372,12.914249126223844
1824,29.02230301855948,17006014.8,541897,17.268355865391506
508,24.118771488869186,13298214.8,204079,12.357963001320089
851,24.71699103992661,14556939.8,284867,12.86975004674342
34,16.313120487511075,11244589.8,78619,5.054355881075528
1860,29.091959020044204,17075214.8,702904,17.483682873985448
235,20.88956233817724,12161214.8,124084,9.141412247785937
1054,25.829211310846997,15338789.8,437424,14.03244345261498
379,22.90406924509412,12773239.8,176834,11.291021639378426
107,17.743610416446685,11563314.8,82518,6.074050600426562
1452,26.979015878699776,16288402.3,686367,15.138328177259382
882,24.80647110755387,14672589.8,329484,13.050971412607318
1042,25.785860869973376,15245289.8,465717,13.86934654955566
111,17.743610416446685,11582089.8,79844,6.254432292328943
1977,29.598133472634466,17305133.54,552202,17.80532793387984
1262,26.280093898645948,15980614.8,532160,14.373850121586065
1348,26.48531721972659,16090727.3,597145,14.78527638257204
1258,26.280093898645948,15973777.3,514281,14.28950897241995
98,17.436987824960372,11520039.8,75667,5.790417527150205
510,24.118771488869186,13306164.8,199169,12.395467396949831
1402,26.823584788966475,16195489.8,734179,15.056388990875089
9,16.125695983122313,11138739.8,84293,4.473427664607467
250,21.072852696159597,12225239.8,178920,9.486907020357208
1156,26.06560008891122,15742864.8,506973,14.261346960642728
1563,27.550895071449265,16551752.3,737678,15.70390655821598
79,17.07985200511729,11436114.8,58759,5.493906329122371
985,25.367656736087785,15072389.8,448116,13.685249648845016
253,21.072852696159597,12239664.8,134119,9.564066100952632
1068,25.841259649363167,15390164.8,466510,14.013748405905885
1152,26.06560008891122,15728089.8,501782,14.24114425254118
1162,26.08455800265584,15767139.8,465240,14.21101726538671
1114,25.99112399600974,15562189.8,460727,13.971172893806504
133,18.280648469395757,11685214.8,74674,6.801132256364349
1173,26.08455800265584,15791727.3,434166,14.273321147050815
1693,28.256959546795045,16752214.8,1048091,16.38320698109118
1740,28.586532560955984,16845827.3,720912,16.952444695404335
1875,29.244451049632183,17103408.55,621857,17.482210764425865
1087,25.910651642787165,15513564.8,440135,14.054643199767984
1052,25.810862172178798,15282839.8,437659,13.942417300846428
878,24.80647110755387,14657239.8,310240,13.013297335645747
1930,29.48575538431799,17208033.54,611815,17.679229475818616
657,24.51775263539847,13848664.8,272575,12.782102707724093
577,24.4196180584546,13660314.8,187096,12.65241977291707
1121,26.016570661670904,15638964.8,460231,14.121064245242431
962,25.26067814705501,14981539.8,505082,13.487048971201052
770,24.58587990103601,14056489.8,361008,12.83142064116152
1925,29.414412335486087,17198033.55,649793,17.653509284074815
941,25.00992052374961,14895039.8,414002,13.176472852729258
992,25.45065365565875,15098364.8,472936,13.80151582815633
1158,26.06560008891122,15750464.8,446260,14.254657974382717
1105,25.910651642787165,15480739.8,495896,14.154286980765551
169,19.405494234961303,11858464.8,81452,7.74173153667418
998,25.45065365565875,15122064.8,487622,13.748717642548428
304,22.06239620819593,12462689.8,181720,10.249288221225996
473,23.705388211609577,13153739.8,200708,11.99427939267682
1155,26.06560008891122,15739114.8,466288,14.234318289395048
1941,29.504360572149025,17228846.04,632142,17.703736240525576
1090,25.910651642787165,15523639.8,495022,13.935985655656705
1799,28.886637153406323,16958177.3,568015,17.060317553751254
407,23.18767653208736,12887389.8,175276,11.414047356150451
1220,26.12142853846417,15850214.8,477624,14.333707069470682
1572,27.550895071449265,16568052.3,617442,15.601627709044347
667,24.56667539140568,13886564.8,241525,12.654895876983453
964,25.26067814705501,14989389.8,502101,13.480576456726098
949,25.01212500835963,14926739.8,430043,13.340360707688973
1227,26.12142853846417,15862952.3,491674,14.266113772765395
839,24.687878302147706,14511539.8,302537,12.84755775186954
452,23.65373621088103,13069314.8,183882,11.918086282786795
1950,29.537596259585182,17255621.04,495998,17.689942918268073
1449,26.979015878699776,16282777.3,723144,15.12443906502234
515,24.26889326072231,13324314.8,235291,12.38631290125224
420,23.32317983038614,12945664.8,175359,11.64778909364908
1484,27.11350650401176,16349577.3,806743,15.333273793398112
856,24.74747597543008,14576264.8,265574,12.97240004721234
626,24.50681121919731,13789314.8,279100,12.609737852120338
1109,25.99112399600974,15544839.8,459068,14.145195647494536
1027,25.817016037753174,15296839.8,538813,13.870507943129532
1378,26.76827115098242,16150114.8,717417,14.968900800219968
351,22.56827390040841,12659664.8,157385,10.89895064488771
1948,29.537596259585182,17251933.54,651131,17.763554735584524
1891,29.30998509101126,17157296.05,545559,17.41359776888606
1399,26.812310712393256,16189839.8,699527,15.02519512865129
398,23.070415047320992,12852289.8,187100,11.48980271725692
1129,26.016570661670904,15666789.8,496183,14.156910376942935
437,23.546723132680093,13011564.8,153831,11.834634192471936
1742,28.59037133726315,16850264.8,999121,17.00570461826493
1172,26.08455800265584,15789864.8,467772,14.325620652200056
2007,29.60232049898868,17333583.54,708285,17.769270007132512
1691,28.09475513216069,16748189.8,1176110,16.49862061035824
670,24.56667539140568,13897564.8,282537,12.78657370110581
2001,29.60232049898868,17323396.04,683587,17.82261598798977
1936,29.48575538431799,17219433.54,514313,17.645327924251504
1194,26.031533534347616,15691789.8,447578,14.211162716182072
584,24.41233203039847,13581614.8,191147,12.572011480072897
1548,27.451894450031112,16473339.8,681607,15.700354623889517
1556,27.480198226193966,16488552.3,665795,15.8507878273633
365,22.802816389684327,12717064.8,154494,11.109726076230332
231,20.62714127426235,12142864.8,181247,9.185365389220609
509,24.118771488869186,13302414.8,205215,12.357963001320089
748,24.61114956518841,14179764.8,255639,12.749922329909149
1609,27.726331295732876,16588702.3,728985,15.839617675617015
633,24.50681121919731,13813039.8,205059,12.526038833400056
1202,26.0364718159882,15706714.8,500686,14.271444359136416
773,24.58587990103601,14067389.8,282778,12.83142064116152
44,16.563142476280728,11289314.8,75762,4.893582660131601
1311,26.379257647766263,16020214.8,732676,14.534690579436525
714,24.624154903230973,14308689.8,226612,12.73435429547629
172,19.405494234961303,11873814.8,73525,7.89174485029814
401,23.18767653208736,12864089.8,174187,11.367834512992337
1440,26.937873935368604,16266552.3,690857,15.117303510849498
389,23.070415047320992,12815689.8,187257,11.270640591339491
127,18.280648469395757,11658189.8,70424,6.710618248775504
170,19.405494234961303,11863264.8,86021,7.74173153667418
1196,26.031533534347616,15695189.8,491165,14.042264179526368
1072,25.841259649363167,15405589.8,446278,14.006922440599544
1426,26.88868369117783,16240339.8,600367,14.95381181199746
1805,28.886637153406323,16970002.3,565732,17.16975139459946
1697,28.256959546795045,16759239.8,980574,16.3760384914746
28,16.313120487511075,11214789.8,80522,4.625964909229596
1540,27.41410811436497,16457402.3,717067,15.600410133162788
669,24.56667539140568,13893614.8,276725,12.760256392609358
870,24.80647110755387,14628464.8,314363,12.959230114301125
1718,28.387143095649883,16801102.3,943080,16.618949063697773
1469,26.98093342482905,16320802.3,794529,15.207255434749412
1318,26.38274805270603,16033814.8,616032,14.470152059273255
1866,29.22838644712838,17086208.55,529728,17.255661920094326
1228,26.12142853846417,15864889.8,446010,14.346694260616998
1937,29.48575538431799,17221308.54,623598,17.679229475818616
30,16.313120487511075,11223639.8,75446,4.78433322574799
1065,25.829211310846997,15379314.8,419593,13.84347735285764
1089,25.910651642787165,15520464.8,457552,13.974600491569571
2003,29.60232049898868,17326521.04,659220,17.70564431139232
0,16.125695983122313,11102989.8,83564,4.278454990253616
1366,26.69707544881567,16126927.3,721023,14.936173476974613
555,24.4021875330426,13523539.8,222198,12.6349892474162
1591,27.550895071449265,16528802.3,825480,15.898328441257476
1420,26.88868369117783,16228914.8,693278,15.026836946989787
1896,29.30998509101126,17166783.55,666042,17.49756314898686
337,22.334074926687094,12601214.8,169394,10.820325542037509
951,25.094008811140604,14934789.8,455232,13.34585872059252
390,23.070415047320992,12819639.8,170969,11.113173158890191
1635,27.813342672722506,16640177.3,981728,16.197618734111956
636,24.48347365610448,13771814.8,251617,12.689012055009202
249,21.072852696159597,12220589.8,136208,9.43194813577224
305,22.06239620819593,12466189.8,159491,10.249288221225996
861,24.76557381905115,14594464.8,303153,12.89727941671292
1842,29.05171690376577,17039414.8,629548,17.11840092462726
775,24.62911756626158,14329764.8,321008,12.624247628889629
1812,28.976493482528184,16983539.8,608590,17.246857618398735
1264,26.280093898645948,15984014.8,482676,14.328729681024134
431,23.54574301114768,12988364.8,183763,11.732635024477894
1193,26.031533534347616,15689939.8,425211,14.33194425485084
186,19.7840359724619,11944589.8,83335,8.26529904633201
229,20.62714127426235,12132814.8,177669,9.093290710222908
605,24.398494321785293,13504414.8,210413,12.65661384408755
1126,26.016570661670904,15656214.8,477711,14.0452704052406
105,17.743610416446685,11554864.8,78215,6.044549935959569
219,20.377118543883952,12086914.8,169434,8.817559623065183
777,24.62911756626158,14336664.8,323293,12.849015875783376
1301,26.365172907884524,16001439.8,609321,14.445252198254698
18,16.23028596177717,11174564.8,64189,4.340485354316039
1472,27.051202620675607,16326264.8,745640,15.271048951994112
1713,28.28854111884534,16790477.3,1158259,16.58406327774236
1695,28.256959546795045,16755564.8,1002360,16.324366480719558
843,24.716082619684663,14527264.8,297783,12.930374668544708
884,24.831073102910143,14679764.8,311843,12.842332547401478
368,22.802816389684327,12728414.8,156430,11.00964261764184
1462,26.98093342482905,16307064.8,787411,15.226425350776877
868,24.76557381905115,14621189.8,299222,12.952465832281892
464,23.69546213595378,13115414.8,173894,11.96973828361869
92,17.257752652703065,11492389.8,114305,5.661054184795112
569,24.4196180584546,13631364.8,199165,12.42284533110742
940,25.00992052374961,14891189.8,359600,13.196812536961296
1780,28.82190868070583,16923077.3,593940,17.054894569398456
503,24.118771488869186,13276314.8,220221,12.431615910826228
1998,29.60232049898868,17317808.54,593963,17.74850801579408
476,23.894826550857093,13167564.8,187301,12.140367290840365
986,25.367656736087785,15076639.8,456763,13.719935206825138
668,24.56667539140568,13890114.8,282492,12.654895876983453
1443,26.97324107920589,16272002.3,611531,15.005781521435834
1831,29.02230301855948,17019014.8,533415,17.125741758151072
828,24.67984730065494,14471289.8,272880,12.92706981477212
956,25.094008811140604,14955989.8,478113,13.280900824369274
1509,27.291343748358383,16422964.8,628651,15.450597823995343
1652,28.00258467236103,16722914.8,860914,16.157300232250716
1206,26.10316319048687,15824302.3,508749,14.324790337528546
1414,26.85666387994306,16217577.3,675317,14.994936211734723
937,25.00078948510978,14879764.8,384100,13.216746751857226
1772,28.82190868070583,16908052.3,915698,17.09263489716359
1078,25.841259649363167,15429189.8,495154,14.07956162436575
242,20.88956233817724,12190814.8,129269,9.083143339664105
690,24.58225835311633,13972689.8,274913,12.789295452971157
530,24.278684810950043,13380339.8,208726,12.492068439388037
1783,28.87228970499818,16928764.8,582460,17.099395054431994
780,24.62911756626158,14347589.8,263209,12.6160843183314
829,24.684394484547,14475314.8,273178,12.776098787770392
73,17.07985200511729,11410714.8,63116,5.35654791308716
1221,26.12142853846417,15851789.8,464611,14.139551054008706
1614,27.726331295732876,16598214.8,624785,15.779898440925557
1302,26.365172907884524,16003277.3,646475,14.537844981454889
1790,28.87228970499818,16941214.8,584461,17.066605231584017
1341,26.48531721972659,16077202.3,463524,14.7171385797868
1235,26.1438008362187,15878689.8,509415,14.419756967207272
497,24.03485322821861,13251514.8,229112,12.267654942746749
101,17.436987824960372,11535289.8,59304,5.9132383568380815
854,24.71699103992661,14568714.8,290569,12.936889349510826
7,16.125695983122313,11130339.8,102388,4.420629478980707
1988,29.63923514832001,17376596.04,642600,17.792660865476968
1903,29.27967974151593,17152458.55,688584,17.527419498293952
1176,26.08455800265584,15797052.3,477671,14.280448540961377
803,24.6565877282272,14379864.8,296403,12.816267177851662
617,24.428042139374583,13702989.8,231570,12.516262624986382
59,16.820095741118013,11350014.8,60980,5.140224972529152
1395,26.812310712393256,16181814.8,766916,15.106744995538133
52,16.777647695134004,11321239.8,58577,5.131077397518533
766,24.58587990103601,14040839.8,267857,12.886819420631408
126,18.218989756569385,11653714.8,76878,6.557344377471842
1436,26.937873935368604,16258989.8,701254,15.11052382380675
1177,26.08455800265584,15798714.8,446246,14.160162378959823
804,24.6565877282272,14383464.8,285096,12.87648603793114
66,16.875874900311366,11379639.8,56535,5.2899292247469
1127,26.016570661670904,15659789.8,508356,14.170896618749854
1952,29.537596259585182,17258996.04,629625,17.556411525762215
1132,26.016570661670904,15678264.8,511064,14.336881756182883
926,24.910618767897788,14836139.8,358038,13.211558287549376
25,16.313120487511075,11202239.8,69622,4.64356067190579
1310,26.365172907884524,16018427.3,596125,14.531019020063209
1160,26.07037336766388,15758089.8,504550,14.28665468409612
1025,25.817016037753174,15290464.8,500214,14.065568525784782
1029,25.817016037753174,15303189.8,468940,13.81515784826952
1846,29.05171690376577,17046952.3,622918,17.29184480747587
335,22.334074926687094,12591189.8,179680,10.704406439770052
31,16.313120487511075,11228964.8,67761,4.814186188578035
1363,26.69707544881567,16121264.8,620376,14.814401604782798
1305,26.365172907884524,16009114.8,664484,14.584364998634928
1714,28.28854111884534,16792527.3,1150333,16.571941917064613
1483,27.09316681977464,16347652.3,876753,15.420285170497342
2,16.125695983122313,11109764.8,82804,4.2990742774789865
385,22.90406924509412,12799389.8,157821,11.205008764691474
1623,27.74434980123555,16615864.8,826210,16.00591274999766
308,22.06239620819593,12477514.8,202141,10.326746280385873
282,21.68697606185889,12367364.8,165384,10.034707743014389
361,22.6661489305172,12701164.8,171817,10.96108242602811
1808,28.886637153406323,16976002.3,646935,17.17583044078806
1326,26.459838134425603,16048764.8,585323,14.620013769606205
1698,28.256959546795045,16761139.8,1023773,16.46544507942909
742,24.587009905883985,14154114.8,248774,12.711598035641032
1393,26.812310712393256,16177902.3,634528,14.929231140413153
1243,26.18285135109057,15893977.3,465836,14.61769744465262
1856,29.091959020044204,17066914.8,627768,17.409995158185282
442,23.57606938545032,13030814.8,175064,11.827919294617644
106,17.743610416446685,11559114.8,75757,6.074050600426562
1553,27.480198226193966,16482689.8,477477,15.667348327410137
483,23.894826550857093,13195289.8,188383,12.276269289259174
419,23.32317983038614,12940989.8,175672,11.794392568198434
862,24.76557381905115,14598739.8,286880,13.078418241158522
923,24.85448834534531,14823914.8,394737,13.000278682815416
1719,28.43302270140057,16803039.8,967584,16.658427874632462
355,22.6661489305172,12676364.8,142023,10.886047240044604
136,18.283356528689627,11701089.8,54053,6.932037642553838
903,24.832233384925196,14748689.8,356706,12.991912834541848
140,18.53960578238639,11718064.8,79094,6.739831326156974
2008,29.60232049898868,17335508.54,697601,17.82261598798977
1517,27.291343748358383,16437189.8,704387,15.429691139144456
1911,29.275826172199935,17144508.55,776511,17.634665028585438
125,18.001371143850626,11649639.8,72100,6.404672676174698
1167,26.08455800265584,15781052.3,492779,14.232219476851329
135,18.280648469395757,11695639.8,66571,6.838872584318354
1290,26.26452938210484,15956264.8,557455,14.539734717848605
536,24.278684810950043,13402089.8,231449,12.359470318204409
1926,29.414412335486087,17199896.05,629986,17.60120978482807
1727,28.43302270140057,16819864.8,944996,16.7329965706009
1882,29.256332377518937,17117283.55,612977,17.422392269339255
1983,29.63923514832001,17368146.04,688115,17.690382016405557
330,22.334074926687094,12570189.8,183144,10.726506786780533
825,24.67984730065494,14460964.8,293112,12.699074914684855
1683,28.09475513216069,16730852.3,1187736,16.437320085009038
371,22.802816389684327,12740364.8,161715,11.07951229772106
674,24.56667539140568,13912014.8,237139,12.812216131616433
538,24.278684810950043,13409339.8,210565,12.60329407469596
1910,29.275826172199935,17142296.05,718928,17.527419498293952
42,16.563142476280728,11280164.8,63763,5.008778372417193
1044,25.785860869973376,15253364.8,440705,14.052911115060065
1914,29.275826172199935,17150471.05,564178,17.435249038553266
490,24.03485322821861,13224414.8,172493,12.335792747843586
1774,28.82190868070583,16911627.3,810973,16.946680984556686
1939,29.48575538431799,17225158.54,638156,17.743767996956187
1390,26.812310712393256,16172602.3,597242,14.89259700721867
441,23.57606938545032,13026514.8,167273,11.900678648938484
1544,27.41410811436497,16465502.3,533040,15.743958303881504
1336,26.459838134425603,16067514.8,647978,14.693136030392171
1529,27.287121363478537,16408277.3,641547,15.57553212761514
558,24.4021875330426,13534789.8,212028,12.533893130593324
1015,25.69307913652241,15194564.8,496638,14.006731897279018
763,24.58587990103601,14029414.8,292969,12.724652665799873
741,24.587009905883985,14150064.8,274468,12.857551948390707
295,21.864162466385118,12423964.8,180978,10.171072152694215
1929,29.48575538431799,17206158.54,477955,17.712019298743172
1233,26.1438008362187,15874914.8,494413,14.362959364605487
1100,25.910651642787165,15460514.8,457956,14.141547955527171
298,21.864162466385118,12436464.8,163493,10.251114860426616
1599,27.550895071449265,16546077.3,647176,15.863441182218704
406,23.18767653208736,12883089.8,173915,11.414047356150451
373,22.802816389684327,12748789.8,162493,11.161911829398363
276,21.508922857288727,12341264.8,135007,9.87365211489954
1045,25.785860869973376,15257364.8,424621,14.06525695085333
246,21.064065581383943,12208214.8,137759,9.349548604560626
481,23.894826550857093,13186739.8,180432,12.18976004661383
654,24.51775263539847,13837514.8,262189,12.5985381426423
568,24.4196180584546,13628189.8,214251,12.42284533110742
943,25.00992052374961,14902814.8,489674,13.203501525048967
137,18.53960578238639,11705614.8,54801,6.932037642553838
797,24.6232570483854,14262914.8,324880,12.803415029332994
1537,27.41410811436497,16451627.3,609552,15.690214027888192
1944,29.537596259585182,17244421.04,664869,17.940485443774886
675,24.56667539140568,13915514.8,256276,12.799477105751592
1585,27.51223757993858,16514552.3,694986,15.795243228039096
459,23.65373621088103,13096789.8,171114,11.741956696230885
1985,29.63923514832001,17371483.54,598361,17.77867462356293
1408,26.85666387994306,16206289.8,705823,15.03632142784772
1818,28.976493482528184,16995377.3,642656,17.18969920436853
1346,26.48531721972659,16086914.8,717134,14.748686938257908
57,16.777647695134004,11341564.8,61024,5.084557382165078
1214,26.10316319048687,15839064.8,456265,14.257651037461864
1030,25.817016037753174,15307064.8,525418,13.979707235355624
489,24.03485322821861,13220189.8,189170,12.286703137655348
1966,29.579784333966263,17284333.54,638235,17.71844302254587
708,24.624154903230973,14287514.8,247529,12.762927668057367
890,24.831073102910143,14701414.8,314037,12.933999736004568
599,24.398494321785293,13481189.8,237395,12.558173771241336
845,24.71699103992661,14534489.8,307879,12.956182552520646
471,23.705388211609577,13145539.8,194468,12.02999747518133
2000,29.60232049898868,17321471.04,676895,17.82908850240035
1422,26.88868369117783,16232752.3,678638,15.06822216314057
1869,29.22838644712838,17091558.55,658357,17.374319463817173
740,24.587009905883985,14146314.8,266171,12.77390191911078
638,24.443471314705103,13725789.8,214531,12.762215458807486
935,24.910618767897788,14871789.8,376446,13.252619774279864
543,24.306385814300345,13428064.8,213737,12.49327782753778
1968,29.58120782175112,17288208.54,628587,17.81840001535588
1238,26.1438008362187,15884052.3,533341,14.356444687614356
586,24.41233203039847,13588839.8,246001,12.52975167080796
1386,26.76827115098242,16165264.8,630944,14.886094896708274
1526,27.287121363478537,16402589.8,651108,15.473532959703896
1448,26.979015878699776,16280989.8,709072,15.145201056452269
731,24.586320517129383,14114039.8,268349,12.759698811152116
1916,29.414412335486087,17180646.05,636120,17.495103278797963
910,24.832233384925196,14774864.8,350477,12.927833977920994
165,19.05874455844729,11836289.8,87648,7.794649850507838
1359,26.54334876729877,16112739.8,685645,14.885052794443071
1017,25.69307913652241,15203639.8,471892,13.945737384394365
1125,26.016570661670904,15653039.8,548662,14.177817061860289
460,23.65373621088103,13099989.8,175562,11.71948384106568
1692,28.17334540675391,16750464.8,1197857,16.64557124585372
82,17.11805424179008,11449864.8,60318,5.417432102209337
1374,26.69707544881567,16142877.3,715695,14.883873977506113
1668,27.93850581567651,16674002.3,907143,16.115794088494233
1197,26.031533534347616,15697077.3,531356,14.237830960783874
367,22.802816389684327,12724639.8,116955,11.009642617807256
717,24.624154903230973,14318939.8,252184,12.719755496133176
850,24.71699103992661,14553189.8,287960,13.005882221110133
291,21.68697606185889,12406589.8,127413,10.159095961748914
1533,27.287121363478537,16416839.8,749635,15.645736386340875
846,24.71699103992661,14537864.8,288411,12.827190432156703
549,24.306385814300345,13452289.8,173719,12.589197949389067
1293,26.26452938210484,15962289.8,633190,14.5934789922772
907,24.832233384925196,14763614.8,372966,13.058604209025818
151,18.818242702953476,11770489.8,71310,7.101054838064003
425,23.54574301114768,12966639.8,182748,11.557002455757672
1542,27.41410811436497,16461352.3,749779,15.63341642951
63,16.875874900311366,11366189.8,66024,5.194619044791311
1583,27.51223757993858,16510327.3,797085,15.789127001084358
1770,28.82190868070583,16904064.8,836894,17.054894569398456
1333,26.459838134425603,16061727.3,550962,14.563260950336424
1664,27.93850581567651,16691127.3,989857,16.289483752265415
1342,26.48531721972659,16079189.8,703956,14.742456386147458
504,24.118771488869186,13280964.8,193625,12.522073021268357
393,23.070415047320992,12830789.8,171711,11.34711095524378
696,24.567385726424003,13939189.8,236711,12.76761127048618
1283,26.260600103964947,15942602.3,547623,14.195631905614636
68,16.875874900311366,11389089.8,63045,5.284567281418468
1626,27.74434980123555,16621214.8,819164,15.843393820545948
1497,27.24388696450511,16376164.8,800493,15.443759147246892
1979,29.598133472634466,17309146.04,672475,17.84404244597153
712,24.624154903230973,14301914.8,275339,12.869695643446809
310,22.06239620819593,12485989.8,180964,10.410127889193944
110,17.743610416446685,11577339.8,78552,6.108339673850882
1819,28.976493482528184,16997364.8,774318,17.228165485215712
1163,26.08455800265584,15770564.8,467526,14.19662853213078
631,24.50681121919731,13806789.8,224380,12.510038491883783
972,25.26067814705501,15021714.8,415368,13.467504375079656
1686,28.09475513216069,16736989.8,1096932,16.32812079256889
1854,29.091959020044204,17062614.8,604757,17.20867065434082
333,22.334074926687094,12582414.8,167312,10.640984613303162
20,16.23028596177717,11181564.8,82536,4.417177975063191
1748,28.68533314570008,16861102.3,914744,16.98189396936787
686,24.5824692248219,14008214.8,250786,12.7141748224793
735,24.587009905883985,14128639.8,272342,12.851359978042415
1456,26.979015878699776,16295627.3,768513,15.192032356264324
1880,29.256332377518937,17113496.05,456995,17.580449204078036
1149,26.06560008891122,15717164.8,549165,14.192354088698428
1405,26.85666387994306,16200752.3,680973,14.994936211734723
1435,26.937873935368604,16257152.3,745792,15.207687572300976
1482,27.051202620675607,16345552.3,773303,15.217702971183366
279,21.508922857288727,12354739.8,169020,10.011585325534554
1291,26.26452938210484,15958364.8,572164,14.569948496070037
649,24.471802725702023,13768089.8,231900,12.711333636706597
685,24.5824692248219,14004389.8,226566,12.7141748224793
1651,28.00258467236103,16721114.8,939818,16.237342940294077
1252,26.208062770437067,15910977.3,600999,14.45454580180978
323,22.17023609386232,12539014.8,166795,10.471175613545316
523,24.26889326072231,13354639.8,189652,12.46911880476227
2005,29.60232049898868,17330008.54,580054,17.69831827120254
1248,26.208062770437067,15903389.8,559609,14.347777829803633
1458,26.98093342482905,16299164.8,727287,15.076485203589986
1406,26.85666387994306,16202664.8,738069,15.06954707543748
927,24.910618767897788,14839689.8,386718,13.117444995971676
781,24.62911756626158,14350689.8,281053,12.80927554725464
1505,27.24388696450511,16391114.8,744121,15.368121733030057
1093,25.910651642787165,15484114.8,460497,14.004346833652798
1547,27.41410811436497,16471414.8,664407,15.586896413944691
318,22.17023609386232,12518639.8,146839,10.415776834132208
1894,29.30998509101126,17163221.05,492262,17.55621187599827
702,24.567385726424003,13961414.8,237988,12.787284035894158
55,16.777647695134004,11333039.8,61381,5.202340417752665
642,24.443471314705103,13741239.8,227069,12.53169180030184
622,24.50681121919731,13774989.8,255508,12.70703676318896
1879,29.256332377518937,17111358.55,483230,17.513959462732455
1473,27.051202620675607,16328239.8,793153,15.296691382542488
1881,29.256332377518937,17115458.55,614032,17.4950314528012
1490,27.11350650401176,16361814.8,848314,15.483706996941574
1825,29.02230301855948,17007952.3,642134,17.24918594932463
499,24.03485322821861,13259614.8,168305,12.393948668094945
1567,27.550895071449265,16558814.8,822011,15.757973779470328
1486,27.11350650401176,16353527.3,818388,15.3267591124156
1728,28.43302270140057,16822077.3,900248,16.791152490336415
718,24.612565645596643,14221914.8,270849,12.919088398760874
1760,28.73296119468933,16884302.3,704058,16.891771119124936
2004,29.60232049898868,17328308.54,691997,17.74850801579408
1940,29.48575538431799,17227021.04,569277,17.672540487773475
1056,25.829211310846997,15345964.8,464583,14.019109921415955
983,25.367656736087785,15063764.8,450627,13.61835541396985
314,22.06239620819593,12502589.8,190771,10.36930589473645
1942,29.537596259585182,17239946.04,548608,17.625404397075126
647,24.443471314705103,13760764.8,195640,12.773911498630683
1492,27.11350650401176,16365989.8,838148,15.432119628073428
1803,28.886637153406323,16966114.8,404622,17.151289331770574
1188,26.08455800265584,15817227.3,515927,14.30025116875024
786,24.62911756626158,14369564.8,291304,12.664093537367403
469,23.705388211609577,13136914.8,197212,12.024132355844678
687,24.5824692248219,14011639.8,270074,12.7141748224793
1675,27.93112570837889,16663439.8,1116245,16.32133393561311
973,25.26067814705501,15025839.8,405574,13.596915448786008
1431,26.937873935368604,16249389.8,639653,15.002893159564586
1807,28.886637153406323,16973939.8,617410,17.106837569102684
653,24.51775263539847,13833514.8,308752,12.642340765348932
1257,26.280093898645948,15972227.3,509901,14.536369048795205
156,18.818242702953476,11793489.8,77846,7.353046543848686
357,22.6661489305172,12684339.8,155849,10.839527224382971
1022,25.69307913652241,15222814.8,539728,13.818475604864954
746,24.599223152039183,14169214.8,259127,12.947386866872778
48,16.777647695134004,11305389.8,63562,4.788907139801595
566,24.403898729498135,13563864.8,208703,12.59576853448433
