,price(USD),averageDifficulty,Daily Hash Rate(Trillions of hashes/s),cumulative total number of coins,activeAddresses
89,4.591071261608589,17.257752652703065,5.55268614831643,11478289.8,67473
90,4.619960271460727,17.257752652703065,5.7340031846493105,11483214.8,69872
91,4.681668156960816,17.257752652703065,5.661054184795112,11487964.8,80899
92,4.6654182663334485,17.257752652703065,5.661054184795112,11492389.8,114305
93,4.652626127144386,17.257752652703065,5.807319337770089,11497189.8,74758
94,4.6491870714048655,17.34610910622308,5.761597088723754,11501439.8,60484
95,4.653484046266642,17.436987824960372,5.761597088409145,11505914.8,60253
96,4.655102554736301,17.436987824960372,5.861680547085979,11510639.8,73171
97,4.670208582167313,17.436987824960372,5.790417527150205,11515389.8,71546
98,4.670489652108734,17.436987824960372,5.790417527150205,11520039.8,75667
99,4.670489652108734,17.436987824960372,5.957471611860398,11525164.8,72376
100,4.635408369048701,17.436987824960372,5.9132383568380815,11530039.8,64633
101,4.632785353021065,17.436987824960372,5.9132383568380815,11535289.8,59304
102,4.634728988229636,17.436987824960372,6.05365553564894,11540689.8,54134
103,4.653960350157523,17.436987824960372,6.184051495679255,11546089.8,103392
104,4.672735372150515,17.499687182590357,6.184051495679255,11550664.8,74994
105,4.696472344394877,17.743610416446685,6.044549935959569,11554864.8,78215
106,4.723486412806134,17.743610416446685,6.074050600426562,11559114.8,75757
107,4.700480365792417,17.743610416446685,6.074050600426562,11563314.8,82518
108,4.69125613490122,17.743610416446685,6.209759852448079,11568064.8,61411
109,4.725172978382788,17.743610416446685,6.108339673850882,11572914.8,57548
110,4.730745008896157,17.743610416446685,6.108339673850882,11577339.8,78552
111,4.77912349311153,17.743610416446685,6.254432292328943,11582089.8,79844
112,4.79752457848242,17.743610416446685,6.264094203225896,11586989.8,82676
113,4.814620410170298,17.743610416446685,6.264094203225896,11592389.8,83887
114,4.804021044733257,17.743610416446685,6.410063524779344,11597289.8,81888
115,4.774997345200357,17.842945743858063,6.147161481296142,11601864.8,64388
116,4.784152841516532,18.001371143850626,6.147161481296142,11605639.8,68611
117,4.8049222778449305,18.001371143850626,6.331811327801175,11609789.8,75772
118,4.788074906042627,18.001371143850626,6.302310663386369,11614014.8,95012
119,4.840084192901217,18.001371143850626,6.302310663386369,11618464.8,83875
120,4.809090142334542,18.001371143850626,6.452175010056552,11623189.8,74884
121,4.806885789888681,18.001371143850626,6.55495487915096,11628314.8,89611
122,4.891025591098464,18.001371143850626,6.55495487915096,11633889.8,88163
123,4.906311278124028,18.001371143850626,6.643902365215901,11639414.8,57000
124,4.931808513550284,18.001371143850626,6.404672676174698,11644789.8,62790
125,4.909783119099854,18.001371143850626,6.404672676174698,11649639.8,72100
126,4.91654437069666,18.218989756569385,6.557344377471842,11653714.8,76878
127,4.84229553482272,18.280648469395754,6.710618248775504,11658189.8,70424
128,4.84016325365945,18.280648469395754,6.710618248775504,11662814.8,73269
129,4.778198695870453,18.280648469395754,6.467540482528599,11666439.8,62593
130,4.821329403527856,18.280648469395754,6.726284365568493,11670364.8,56485
131,4.802872844820349,18.280648469395754,6.726284365568493,11675439.8,73995
132,4.846310814003956,18.280648469395754,6.766899084691666,11680214.8,70670
133,4.835408509778168,18.280648469395754,6.801132256364349,11685214.8,74674
134,4.909340575944674,18.280648469395754,6.801132256253098,11690539.8,77030
135,4.8890701151444125,18.280648469395754,6.838872584318354,11695639.8,66571
136,4.905348849769155,18.283356528689627,6.932037642553838,11701089.8,54053
137,4.8629083820668,18.53960578238639,6.932037642553838,11705614.8,54801
138,4.874128049441593,18.53960578238639,6.898701221829672,11709464.8,69776
139,4.879691028162049,18.53960578238639,6.739831326156974,11713939.8,73046
140,4.880602536010955,18.53960578238639,6.739831326156974,11718064.8,79094
141,4.878017769481417,18.53960578238639,6.985241678389735,11722814.8,79120
142,4.865224091322398,18.53960578238639,6.953660106473055,11727814.8,77102
143,4.843793308150688,18.53960578238639,6.953660106473055,11732539.8,66368
144,4.851014122823077,18.53960578238639,7.120714190474977,11737614.8,63585
145,4.859657353582231,18.53960578238639,7.025856397378175,11742864.8,80538
146,4.836678653633929,18.53960578238639,7.025856397378175,11748164.8,78401
147,4.84717474494322,18.650241712326615,7.142851966867786,11753314.8,78496
148,4.853669544564609,18.818242702953473,7.171672405596411,11757364.8,78179
149,4.859347179882474,18.818242702953473,7.171672405596411,11761814.8,78099
150,4.896121907307495,18.818242702953473,7.1251523894860656,11766239.8,68927
151,4.90453376321371,18.818242702953473,7.101054838064003,11770489.8,71310
152,4.9210752173836125,18.818242702953473,7.101054838064003,11774564.8,80455
153,4.887940214078852,18.818242702953473,7.154480004785227,11779239.8,89788
154,4.883180638743141,18.818242702953473,7.338726489846018,11784014.8,105735
155,4.740138046398576,18.818242702953473,7.338726489846018,11788989.8,90270
156,4.815512145465092,18.818242702953473,7.353046543848686,11793489.8,77846
157,4.856940066090624,18.818242702953473,7.549957962738634,11798964.8,65740
158,4.8548388162416565,18.9161642642181,7.549957962738634,11803589.8,61105
159,4.863140194454346,19.058744558447295,7.291546272613948,11807489.8,76596
160,4.842137743895371,19.058744558447295,7.451176418630231,11811514.8,76020
161,4.835090721581325,19.058744558447295,7.451176418630231,11815989.8,80276
162,4.872675061001055,19.058744558447295,7.417839998146086,11820789.8,80598
163,4.873287102945032,19.058744558447295,7.524893994441307,11825414.8,79795
164,4.874433672915854,19.058744558447295,7.524893994441307,11830764.8,66977
165,4.906681196376314,19.058744558447295,7.794649850507838,11836289.8,87648
166,4.936414495065001,19.058744558447295,7.755119011913982,11842539.8,82482
167,4.947127352839874,19.058744558447295,7.755119011913982,11849039.8,85589
168,4.981206483405444,19.20874760308095,7.775825747762388,11854289.8,93270
169,4.958710221231336,19.405494234961306,7.74173153667418,11858464.8,81452
170,4.986137662495856,19.405494234961306,7.74173153667418,11863264.8,86021
171,5.0492789176884605,19.405494234961306,7.963718349912845,11868839.8,92551
172,5.145515776290074,19.405494234961306,7.89174485029814,11873814.8,73525
173,5.163642463221435,19.405494234961306,7.89174485029814,11879089.8,96421
174,5.207571753241291,19.405494234961306,7.940298075708045,11885214.8,109555
175,5.264553736395228,19.405494234961306,7.930774193910545,11890739.8,108022
176,5.367376902479531,19.405494234961306,7.930774193910545,11896114.8,112119
177,5.286700147207846,19.405494234961306,8.260286504363659,11901989.8,101197
178,5.233512143181921,19.737970999504345,8.143131412392691,11906539.8,73940
179,5.173887288169859,19.7840359724619,8.143131412392691,11911014.8,65295
180,5.27918551423201,19.7840359724619,8.023227485106062,11915389.8,86598
181,5.291040957577261,19.7840359724619,8.245096338951482,11919389.8,85461
182,5.320029933453687,19.7840359724619,8.245096338951482,11924264.8,95946
183,5.297467005093198,19.7840359724619,8.214005752052795,11929539.8,96937
184,5.31762967758041,19.7840359724619,8.346879033210609,11934739.8,87053
185,5.326953413084369,19.7840359724619,8.346879033210609,11939789.8,77879
186,5.327827623921977,19.7840359724619,8.26529904633201,11944589.8,83335
187,5.3690553810533785,19.7840359724619,8.102780116894776,11949464.8,100576
188,5.434638613906275,19.837281849137508,8.102780116894776,11953814.8,117722
189,5.500359847954193,20.051742639692595,8.271640949350436,11957889.8,131397
190,5.567122383230129,20.051742639692595,8.125037475104737,11961489.8,130495
191,5.696590004074697,20.051742639692595,8.125037475104737,11964839.8,130741
192,5.824760401209104,20.051742639692595,8.358652326212233,11968539.8,129810
193,5.854556029840523,20.051742639692595,8.507687905581841,11972814.8,117024
194,5.785085925720236,20.051742639692595,8.507687905581841,11977489.8,116256
195,5.837905358981679,20.051742639692595,8.47113030969876,11982514.8,116404
196,5.888794852386603,20.051742639692595,8.3645870619567,11986714.8,122999
197,6.007362502260754,20.051742639692595,8.3645870619567,11991289.8,133437
198,6.0388489617696415,20.051742639692595,8.512803006240372,11995439.8,120001
199,6.033757459298234,20.051742639692595,8.673756985682315,12000289.8,103890
200,6.088954168385239,20.112105951385463,8.673756985682315,12004939.8,107736
201,6.207744598400789,20.228121089582736,8.454491913779426,12008839.8,164698
202,6.569144757859214,20.228121089582736,8.50481699749711,12012864.8,207754
203,6.359539265997587,20.228121089582736,8.50481699749711,12016964.8,165510
204,6.3874178948435505,20.228121089582736,8.523054585037134,12020714.8,188789
205,6.584888072794888,20.228121089582736,8.498663131993979,12025014.8,165422
206,6.648595873463558,20.228121089582736,8.498663131993979,12029264.8,150896
207,6.6791342536595595,20.228121089582736,8.604023647590683,12033464.8,124672
208,6.650304921473932,20.228121089582736,8.510933224645425,12037789.8,143017
209,6.691748698792699,20.228121089582736,8.510933224645425,12041764.8,179512
210,6.828549720801162,20.228121089582736,8.615073483831674,12046089.8,199264
211,6.911129579621086,20.228121089582736,8.78042007602766,12050614.8,202035
212,6.948906819196245,20.268172279826235,8.78042007602766,12054939.8,189629
213,7.029415234109244,20.377118543883952,8.833063809532788,12059339.8,163655
214,7.029016702471628,20.377118543883952,8.653814451878691,12064214.8,166644
215,6.857955605429531,20.377118543883952,8.653814451878691,12068189.8,178033
216,6.9531109807029345,20.377118543883952,8.736213983666456,12073189.8,174151
217,6.982473065161485,20.377118543883952,8.701727807586831,12077464.8,184281
218,7.049888321120647,20.377118543883952,8.701727807586831,12081714.8,184047
219,6.949261839133864,20.377118543883952,8.817559623065183,12086914.8,169434
220,6.727814884968575,20.377118543883952,8.74745005677721,12091789.8,150899
221,6.547230075153819,20.377118543883952,8.74745005677721,12096664.8,114536
222,6.676831540348965,20.377118543883952,9.113391889526657,12101064.8,156258
223,6.793824812641244,20.468935647138853,8.87268201455173,12105864.8,154546
224,6.896765107682234,20.62714127426235,8.87268201455173,12109989.8,152924
225,6.78307601893791,20.62714127426235,8.922074769837398,12114064.8,130826
226,6.774201028953529,20.62714127426235,9.10840434804757,12118414.8,144947
227,6.802228082767212,20.62714127426235,9.10840434804757,12123364.8,149175
228,6.774555260018726,20.62714127426235,9.07277717040786,12127789.8,141316
229,6.780296837177326,20.62714127426235,9.093290710222908,12132814.8,177669
230,6.560139179531751,20.62714127426235,9.093290710222908,12137889.8,158826
231,6.519442229691538,20.62714127426235,9.185365389220609,12142864.8,181247
232,6.252019483420338,20.62714127426235,9.118354678946783,12148514.8,157747
233,6.542788913153852,20.62714127426235,9.118354678946783,12152964.8,153561
234,6.429558174707874,20.78857825198833,9.184495833909342,12156989.8,127412
235,6.399891930011259,20.88956233817724,9.141412247785937,12161214.8,124084
236,6.418462810428566,20.88956233817724,9.141412247785937,12165489.8,152460
237,6.510793911365194,20.88956233817724,9.220002522695584,12169714.8,130523
238,6.501755027710408,20.88956233817724,9.259893851413045,12173764.8,130234
239,6.527870194476742,20.88956233817724,9.259893851413045,12178264.8,122662
240,6.637624936443591,20.88956233817724,9.172374473469603,12182864.8,126405
241,6.603916723962251,20.88956233817724,9.083143339664105,12186614.8,115925
242,6.590369727156913,20.88956233817724,9.083143339664105,12190814.8,129269
243,6.608472848464035,20.88956233817724,9.202406760542663,12195139.8,152688
244,6.633739397294171,20.88956233817724,9.370825412172668,12199739.8,119177
245,6.626678013360227,20.88956233817724,9.370825412172668,12204864.8,97260
246,6.6508480975151185,21.064065581383943,9.349548604560626,12208214.8,137759
247,6.688167896995694,21.072852696159593,9.253010677476828,12212239.8,143113
248,6.713284214918258,21.072852696159593,9.253010677476828,12215764.8,116601
249,6.755244919759812,21.072852696159593,9.43194813577224,12220589.8,136208
250,6.841668893854277,21.072852696159593,9.486907020357208,12225239.8,178920
251,6.852760405353206,21.072852696159593,9.486907020357208,12229664.8,142544
252,6.6795866229514,21.072852696159593,9.454295434433249,12234489.8,147462
253,6.735150362371476,21.072852696159593,9.564066100952632,12239664.8,134119
254,6.741334630019847,21.072852696159593,9.564066100952632,12244339.8,127459
255,6.765407997496017,21.072852696159593,9.502822475822766,12249589.8,130048
256,6.8239387928890265,21.072852696159593,9.801380010772537,12254764.8,117029
257,6.757153295078622,21.27154000141837,9.801380010772537,12258989.8,152181
258,6.737168598406531,21.305228324763863,9.629837588609053,12263039.8,131488
259,6.725177689414589,21.305228324763863,9.786491398519667,12267639.8,132929
260,6.7572695417076005,21.305228324763863,9.786491398519667,12272264.8,132450
261,6.726820759806603,21.305228324763863,9.581924233030112,12276064.8,129277
262,6.704500135598569,21.305228324763863,9.703109789776114,12280414.8,106540
263,6.732997047994386,21.305228324763863,9.703109789776114,12284639.8,108829
264,6.770089637831403,21.305228324763863,9.635668508824297,12289514.8,179147
265,6.768090831854162,21.305228324763863,9.735198104398354,12293664.8,159734
266,6.76528116198421,21.305228324763863,9.735198104398354,12298464.8,152993
267,6.739880857935068,21.305228324763863,9.96998322361194,12302889.8,150317
268,6.712263372634794,21.38668920501637,9.735293681563261,12307614.8,142621
269,6.679900647937808,21.508922857288727,9.735293681563261,12311739.8,126975
270,6.74955641630831,21.508922857288727,9.773272929345547,12315539.8,125563
271,6.785135565434226,21.508922857288727,9.803856352957792,12319889.8,170533
272,6.651597713049167,21.508922857288727,9.803856352957792,12323739.8,158237
273,6.6969848637310685,21.508922857288727,9.767042379545076,12327539.8,141294
274,6.716618986302906,21.508922857288727,9.90680432197007,12331939.8,151799
275,6.7073878708570644,21.508922857288727,9.90680432197007,12336539.8,149073
276,6.719749598119837,21.508922857288727,9.87365211489954,12341264.8,135007
277,6.724913586941295,21.508922857288727,9.959726723835416,12345914.8,135418
278,6.714267612575438,21.508922857288727,9.959726723835416,12350439.8,172443
279,6.713891364732907,21.508922857288727,10.011585325534554,12354739.8,169020
280,6.72137750685825,21.626959831212,9.987915581386842,12358939.8,156801
281,6.703911777712923,21.68697606185889,9.987915581386842,12363489.8,163365
282,6.663388091216301,21.68697606185889,10.034707743014389,12367364.8,165384
283,6.550465860578348,21.68697606185889,9.88720160601325,12371914.8,148083
284,6.509454446057991,21.68697606185889,9.88720160601325,12375364.8,129082
285,6.5240320929923765,21.68697606185889,9.987915581386842,12379264.8,171347
286,6.527226656164005,21.68697606185889,9.987915581386842,12383364.8,154758
287,6.510823656892212,21.68697606185889,9.987915581386842,12387814.8,215023
288,6.478632522523298,21.68697606185889,10.122195196946947,12392264.8,163942
289,6.398877756434162,21.68697606185889,10.062878619944543,12397039.8,177111
290,6.493602542476407,21.68697606185889,10.062878619944543,12401714.8,150317
291,6.478970365552356,21.68697606185889,10.159095961748914,12406589.8,127413
292,6.420369450838639,21.86206508942545,10.165101985950567,12410464.8,180256
293,6.44120169149225,21.864162466385114,10.165101985950567,12414539.8,158095
294,6.439302446629056,21.864162466385114,10.18877172983389,12419539.8,177443
295,6.434690970633077,21.864162466385114,10.171072152694215,12423964.8,180978
296,6.322349776860411,21.864162466385114,10.171072152694215,12427764.8,178647
297,6.353047427399297,21.864162466385114,10.251114860426615,12432264.8,155205
298,6.407655263022215,21.864162466385114,10.251114860426615,12436464.8,163493
299,6.406945990491635,21.864162466385114,10.251114860426615,12441239.8,215087
300,6.292013485266587,21.864162466385114,10.245605204840041,12445264.8,209147
301,6.286072579630496,21.864162466385114,10.251114860426615,12449864.8,201181
302,6.3658688922627755,21.864162466385114,10.251114860426615,12454564.8,185097
303,6.362510728345687,21.958861121596772,10.24255418900401,12459089.8,196527
304,6.309772813101524,22.06239620819593,10.249288221225997,12462689.8,181720
305,6.34076486521555,22.06239620819593,10.249288221225997,12466189.8,159491
306,6.332497795056757,22.06239620819593,10.179815848357773,12469889.8,237378
307,6.5046473904476505,22.06239620819593,10.326746280385873,12473614.8,232481
308,6.501649965986549,22.06239620819593,10.326746280385873,12477514.8,202141
309,6.499064975518278,22.06239620819593,10.363335727714242,12481839.8,195768
310,6.498748907997604,22.06239620819593,10.410127889193943,12485989.8,180964
311,6.445179991164857,22.06239620819593,10.410127889193943,12490189.8,171371
312,6.423750083700587,22.06239620819593,10.351287389125364,12494664.8,173517
313,6.455717296699235,22.06239620819593,10.36930589473645,12498389.8,208074
314,6.442460545464136,22.06239620819593,10.36930589473645,12502589.8,190771
315,6.448746978943002,22.06239620819593,10.483080515838651,12507139.8,203507
316,6.451449405658597,22.16263478288862,10.287655734138953,12511189.8,193728
317,6.458557695008968,22.17023609386232,10.287655734138953,12514514.8,192303
318,6.444719319051995,22.17023609386232,10.415776834132208,12518639.8,146839
319,6.4559844179974615,22.17023609386232,10.534965351239132,12522914.8,140557
320,6.447179071619273,22.17023609386232,10.534965351239132,12526939.8,189493
321,6.432682824921964,22.17023609386232,10.396606917914326,12530589.8,142941
322,6.419832048433451,22.17023609386232,10.471175613545316,12534589.8,165225
323,6.413032636797544,22.17023609386232,10.471175613545316,12539014.8,166795
324,6.377220023595735,22.17023609386232,10.523665796187647,12543664.8,189846
325,6.347704396406768,22.17023609386232,10.676191780163279,12547914.8,169614
326,6.338169960009224,22.17023609386232,10.676191780163279,12553264.8,149513
327,6.33240891169833,22.174959612981585,10.534300470660979,12557964.8,192803
328,6.371663127968259,22.334074926687098,10.579615666896597,12561889.8,166917
329,6.369010175218013,22.334074926687098,10.579615666896597,12565864.8,169354
330,6.363476278956927,22.334074926687098,10.726506786780531,12570189.8,183144
331,6.167809948873552,22.334074926687098,10.658684190410955,12574539.8,182899
332,6.21802226352198,22.334074926687098,10.658684190410955,12578914.8,145206
333,6.199230466377869,22.334074926687098,10.640984613303162,12582414.8,167312
334,6.1362140309941795,22.334074926687098,10.704406439770052,12586914.8,170348
335,6.124683390894205,22.334074926687098,10.704406439770052,12591189.8,179680
336,6.171992830280843,22.334074926687098,10.854558713693205,12596114.8,179055
337,6.078650908786898,22.334074926687098,10.820325542037507,12601214.8,169394
338,6.099556329458823,22.334074926687098,10.820325542037507,12606089.8,178172
339,6.101820066935569,22.43887102180257,10.673555940568482,12610364.8,153922
340,6.138590611998276,22.53478317576969,10.70133550477069,12614139.8,183742
341,6.134417046412845,22.53478317576969,10.70133550477069,12617914.8,158684
342,6.103922317564434,22.53478317576969,10.694462625346286,12621264.8,165204
343,6.116289397553412,22.53478317576969,10.88251485688809,12625289.8,178880
344,6.0918979444292525,22.53478317576969,10.88251485688809,12629164.8,182889
345,5.896356846803299,22.53478317576969,10.792902698180793,12633389.8,169498
346,6.042371516881787,22.53478317576969,11.011033707777795,12637414.8,132127
347,6.043724873769067,22.53478317576969,11.011033707777795,12642089.8,172558
348,6.0278687977516885,22.53478317576969,10.990728441547587,12646914.8,183171
349,6.127676718232733,22.53478317576969,10.721675188965504,12651464.8,198896
350,6.258012356029477,22.53478317576969,10.721675188965504,12655439.8,184755
351,6.2711207482458775,22.568273900408414,10.89895064488771,12659664.8,157385
352,6.20617261960109,22.6661489305172,10.94284483846874,12663664.8,149225
353,6.172910720865983,22.6661489305172,10.94284483846874,12667639.8,140864
354,6.218101987676447,22.6661489305172,11.02524437027777,12672089.8,164132
355,6.21007785233566,22.6661489305172,10.886047240044604,12676364.8,142023
356,6.2054664405049085,22.6661489305172,10.886047240044604,12680214.8,183491
357,6.191052838800655,22.6661489305172,10.839527224382971,12684339.8,155849
358,6.196097835663095,22.6661489305172,10.948961065489412,12688114.8,166389
359,6.2147880822241355,22.6661489305172,10.948961065489412,12692664.8,181616
360,6.1349153295129435,22.6661489305172,10.967088450091442,12696739.8,135222
361,6.125208417157578,22.6661489305172,10.96108242602811,12701164.8,171817
362,6.065458227016308,22.6661489305172,10.96108242602811,12704964.8,167470
363,6.0867292713337635,22.672976881295845,10.969368718619465,12709239.8,169231
364,6.102312479318498,22.802816389684327,11.109726076230332,12712664.8,166561
365,6.10396699832044,22.802816389684327,11.109726076230332,12717064.8,154494
366,6.125470826955716,22.802816389684327,10.955575396527792,12721089.8,143657
367,6.107913359751229,22.802816389684327,11.009642617807256,12724639.8,116955
368,6.083405420806339,22.802816389684327,11.009642617641841,12728414.8,156430
369,6.074840156029033,22.802816389684327,11.211508770535447,12731539.8,148045
370,6.071568791349644,22.802816389684327,11.079512297721061,12736389.8,168300
371,6.062249145825942,22.802816389684327,11.079512297721061,12740364.8,161715
372,6.083770217892008,22.802816389684327,11.097749885217876,12744539.8,166672
373,6.087183734166526,22.802816389684327,11.161911829398365,12748789.8,162493
374,6.110269282873232,22.802816389684327,11.161911829398365,12753264.8,135417
375,6.117920971060541,22.802816389684327,11.143260757602228,12757064.8,165300
376,6.082903607424764,22.84667216962393,11.222813389384207,12761164.8,154712
377,6.090245967905382,22.90406924509412,11.222813389384207,12765214.8,149382
378,6.088114737787482,22.90406924509412,11.19900274065667,12768964.8,160707
379,6.096139828046113,22.90406924509412,11.291021639378426,12773239.8,176834
380,6.103430697442801,22.90406924509412,11.291021639378426,12777764.8,155429
381,6.105061053690522,22.90406924509412,11.12396755474931,12782089.8,148230
382,6.106354512981937,22.90406924509412,11.263164684866997,12786389.8,177592
383,6.100498308132105,22.90406924509412,11.263164684866997,12790589.8,185466
384,6.100991371635224,22.90406924509412,11.268798502561454,12795014.8,190988
385,6.185797016568072,22.90406924509412,11.205008764691474,12799389.8,157821
386,6.198580337344994,22.90406924509412,11.205008764691474,12803689.8,162929
387,6.264768751613808,22.90406924509412,11.377324733883839,12807814.8,176279
388,6.2558460064384365,22.986376978797143,11.270640591339491,12811664.8,124954
389,6.263836261894019,23.070415047320992,11.270640591339491,12815689.8,187257
390,6.348071988768487,23.070415047320992,11.113173158890191,12819639.8,170969
391,6.367483679942733,23.070415047320992,11.429510486996177,12823039.8,179075
392,6.348981636342801,23.070415047320992,11.429510486996177,12827264.8,184279
