date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,generatedCoins,cumulative total number of coins,fees,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
21/11/2016,957019911.6,524728334.8,285654,11700223994,731.27,60802400,609893,1737.5,15999764.8,94.92004537,2.82E+11,426814,65.70945051,0.0002,128226526,139
22/11/2016,1008660077,499770603,285501,11835357677,739.64,129906000,609321,1675,16001439.8,101.5210518,2.82E+11,450985,69.15072613,0.0002057,128490565,134
23/11/2016,1072285084,495057409.8,276777,12030479339,751.74,76543800,646475,1837.5,16003277.3,108.9504653,2.82E+11,422174,70.52250351,0.0002,139808255,147
24/11/2016,1196039980,462038381.2,328376,11917962080,744.62,85919296,735177,2025,16005302.3,135.8617784,2.82E+11,467803,67.00232238,0.00020628,154177679,162
25/11/2016,924555579.1,512176671.7,315235,11852447742,740.44,67807600,682916,1900,16007202.3,138.0716777,2.82E+11,407434,67.51250472,0.0002,143303004,152
26/11/2016,705221277.4,371499225.8,277455,11871032715,741.51,54962700,664484,1912.5,16009114.8,101.7463414,2.82E+11,398451,59.22892691,0.0002,144584650,153
27/11/2016,541965439.9,284226261.2,237245,11775247040,735.44,52601800,572082,1800,16010914.8,81.15381886,2.82E+11,351513,51.60567036,0.0002,118296629,144
28/11/2016,847352893.6,467267397.8,298366,11729304998,732.48,61888600,709141,2050,16012964.8,109.5758816,2.82E+11,421349,73.88775536,0.0002,149094264,164
29/11/2016,873291396.3,445385901.4,289501,11792352257,736.33,68511104,650263,1862.5,16014827.3,101.0542695,2.82E+11,394698,81.30568378,0.0002,135020295,149
30/11/2016,854344266.5,423344976.9,292512,11792818933,736.28,84070800,637060,1775,16016602.3,99.56774283,2.82E+11,399858,77.57013884,0.0002,129539140,142
1/12/2016,915126255.3,403673841.7,239536,11950711347,746.05,80461904,596125,1825,16018427.3,102.7056125,2.82E+11,322867,79.03008367,0.00020173,131328356,146
2/12/2016,1185588274,525622843.7,315335,12136118340,757.54,127605000,732676,1787.5,16020214.8,120.5902193,2.86E+11,459814,85.4500196,0.00020565,139649336,143
3/12/2016,717719190.6,337387333.6,287816,12469410320,778.25,69547296,703995,2150,16022364.8,101.1352677,2.87E+11,410772,76.85540946,0.0002,151508259,172
4/12/2016,585299984,268806805,245502,12365032068,771.64,60557900,644845,1850,16024214.8,92.63816666,2.87E+11,337129,72.44464976,0.0002,126835877,148
5/12/2016,1145587202,511700266.5,277849,12394541488,773.39,106363000,670364,1900,16026114.8,106.1251145,2.87E+11,400596,91.23550354,0.0002034,134168624,152
6/12/2016,1076275365,453267790.6,319612,12160931756,758.72,116218000,748679,1875,16027989.8,119.4773754,2.87E+11,425901,85.97622325,0.00020646,144414164,150
7/12/2016,983940929.7,471562571.1,310580,12250537525,764.21,96426096,768077,2175,16030164.8,107.5932734,2.87E+11,428678,89.65604731,0.0002,153849653,174
8/12/2016,905673784.3,450910348.9,282554,12314069782,768.08,80111904,651835,1962.5,16032127.3,96.23895714,2.87E+11,366982,89.74861184,0.0002,133477897,157
9/12/2016,942759519.4,446118718.4,268680,12345166368,769.94,68705296,616032,1687.5,16033814.8,96.30486037,2.87E+11,354402,89.79505324,0.0002,125593713,135
10/12/2016,731857052.4,364037023.4,250109,12395829463,773.02,53843100,594520,1650,16035464.8,86.84229837,2.87E+11,341645,77.2517537,0.0002,118599587,132
11/12/2016,639637501.3,294052618.1,229746,12425398536,774.75,57313400,568515,2337.5,16037802.3,76.69390919,2.87E+11,346878,71.04650413,0.000188,127915448,187
12/12/2016,982912513.8,417089845,268506,12351297845,770.04,76571000,637404,1950,16039752.3,93.1264006,2.87E+11,370447,86.84283188,0.00019024,125738284,156
13/12/2016,989225844.6,438522957.1,291579,12523220706,780.65,81645600,663897,2225,16041977.3,97.65573127,2.87E+11,376475,86.15936469,0.0002,145052446,178
14/12/2016,1093095441,431382529.8,286189,12510791401,780.01,75979000,619913,1737.5,16043714.8,94.82014754,2.87E+11,367637,82.76551948,0.0002,125326274,139
15/12/2016,1378019467,476388390.5,282558,12516531869,780.07,81580096,611935,1587.5,16045302.3,100.4321947,3.08E+11,353105,90.254099,0.0002034,121339151,127
16/12/2016,1260363398,455481518,279228,12500010588,778.96,83608200,638084,1662.5,16046964.8,97.57905572,3.10E+11,392053,81.64387256,0.00020499,128560034,133
17/12/2016,830427567.9,411202862.2,237986,12601108301,785.17,78989800,585323,1800,16048764.8,81.36024503,3.10E+11,378490,71.63459237,0.0002,117652853,144
18/12/2016,847570827.7,342039765.7,235648,12696214374,791.01,60524400,565086,1762.5,16050527.3,80.81959375,3.10E+11,308901,84.72130007,0.0002,121459709,141
19/12/2016,1010832957,459039628.7,281978,12692664294,790.69,74886400,659635,1887.5,16052414.8,103.9609877,3.10E+11,396734,93.30632228,0.0002,138130965,151
20/12/2016,1135151274,507236799,296335,12718925545,792.25,99629296,651525,1725,16054139.8,101.9252882,3.10E+11,382981,90.915441,0.0002,133912387,138
21/12/2016,1956303665,567639092.7,325518,12855311425,800.64,155576000,704306,1987.5,16056127.3,114.9250258,3.10E+11,404799,94.32799407,0.0002,153270536,159
22/12/2016,1423460532,597964418.4,314485,13395460141,834.18,200027008,683218,1987.5,16058114.8,106.1767528,3.10E+11,399186,92.35317726,0.0002,146253955,159
23/12/2016,1659745295,665299285.6,304845,13890312153,864.89,275564000,659622,1900,16060014.8,100.487715,3.10E+11,399907,91.36586389,0.0001865,134974418,152
24/12/2016,1004518585,497446999.9,240683,14811960858,922.18,137727008,550962,1712.5,16061727.3,83.58322018,3.10E+11,326360,79.89482566,0.0002,117119862,137
25/12/2016,736117254.3,410544343.2,197199,14451936014,899.65,143664992,470730,2062.5,16063789.8,61.93750723,3.10E+11,275668,76.09027383,0.0001808,106940761,165
26/12/2016,1004037843,496399973.7,244772,14409486987,896.91,123771000,590003,1775,16065564.8,87.97239373,3.10E+11,351190,89.691,0.0002,121532586,142
27/12/2016,1163839042,631328137.4,296390,14595006789,908.35,167308000,647978,1950,16067514.8,99.53217417,3.10E+11,389388,92.43966386,0.0002,136755695,156
28/12/2016,1252602018,657769262.4,305230,15022464262,934.83,236630000,660743,2050,16069564.8,104.3526398,3.12E+11,389297,94.5286541,0.0002,142430752,164
29/12/2016,1296395393,678278713,304455,15671813957,975.13,199320000,654659,1875,16071439.8,107.2307407,3.18E+11,395960,97.317974,0.0002,141059673,150
30/12/2016,1520337092,639790142.5,286661,15631977057,972.53,187474000,642264,1962.5,16073402.3,100.318724,3.18E+11,407136,91.3052691,0.0002,136858129,157
31/12/2016,951822896.3,437325563.3,250125,15442559572,960.63,99135104,571945,1850,16075252.3,82.32831226,3.18E+11,381008,87.5914634,0.00018283,118979502,148
1/1/2017,809195217.7,351703373.3,180346,15493008979,963.66,147775008,463524,1950,16077202.3,65.07949883,3.18E+11,380094,65.71325707,0.0001808,108972204,156
2/1/2017,1181645491,541592971,290792,16057110566,998.62,222184992,703956,1987.5,16079189.8,112.8841466,3.18E+11,488228,79.93520698,0.0002,150235545,159
3/1/2017,1589403428,630102571,301500,16428719419,1021.6,185168000,654614,2050,16081239.8,117.5086968,3.18E+11,493467,87.01386056,0.0002,148678057,164
4/1/2017,1804449496,775900133.2,328489,16797398520,1044.4,344945984,696386,1912.5,16083152.3,193.3374362,3.18E+11,457639,91.36072814,0.000226,150867668,153
5/1/2017,2513362691,1068069517,288361,18606044849,1156.73,510199008,651157,1750,16084902.3,114.9919425,3.18E+11,386539,115.094635,0.000226,137787565,140
6/1/2017,1841992007,861068891.2,346244,16316083779,1014.24,351876000,717134,2012.5,16086914.8,127.7707219,3.18E+11,448839,82.94353296,0.000226,158477224,161
7/1/2017,1234847095,599841550.2,281922,14535978174,903.49,279550016,645716,1725,16088639.8,106.3384173,3.18E+11,429648,69.60009014,0.000226,136239912,138
8/1/2017,794823595.3,431951265.4,259934,14613211207,908.17,158715008,597145,2087.5,16090727.3,91.2413482,3.18E+11,377238,59.81400152,0.0002034,135340046,167
9/1/2017,1308931184,647322831.4,269811,14696338764,913.24,141876992,611419,1700,16092427.3,102.0459267,3.18E+11,387166,77.7842307,0.000226,125528430,136
10/1/2017,1309714815,609574324.8,323728,14524349700,902.44,115808000,701527,2000,16094427.3,119.9408709,3.19E+11,441222,68.05653796,0.000226,153555278,160
11/1/2017,2982631034,859889422.3,302905,14617301725,908.11,310928992,638259,1912.5,16096339.8,111.8208747,3.37E+11,379465,85.918403,0.000227,141221502,153
12/1/2017,1710580316,638368662.5,294953,12479403452,775.18,222326000,623555,2150,16098489.8,105.5039282,3.37E+11,371770,73.60175963,0.000226,137888699,172
13/1/2017,1383434826,515789958.3,272597,12940678690,803.74,168968000,591030,1875,16100364.8,96.9954013,3.37E+11,363032,78.99461337,0.000224,126073198,150
14/1/2017,713017924,360544065.9,242097,13286973091,825.14,93063296,592806,2150,16102514.8,86.85666196,3.37E+11,352828,65.69826566,0.0002034,127755862,172
15/1/2017,773921936.5,370897679.1,235832,13175897463,818.14,71013600,551772,2087.5,16104602.3,82.22432059,3.37E+11,324717,56.59273188,0.0002016,113070299,167
16/1/2017,1059400535,462846910.1,267471,13236330321,821.78,82755200,632449,2112.5,16106714.8,103.6427029,3.37E+11,366716,75.9265141,0.00021626,128158581,169
17/1/2017,1236492479,569278980.9,292539,13385567072,830.95,155095008,657197,1975,16108689.8,109.393053,3.37E+11,417771,74.15146022,0.000226,142238236,158
18/1/2017,1142780568,553636738,296950,14650554211,909.37,225676992,649975,1875,16110564.8,107.9362634,3.37E+11,398952,78.20582,0.000226,134076376,150
19/1/2017,1031800189,484677884.2,300431,14313725382,888.34,105625000,685645,2175,16112739.8,112.3957332,3.37E+11,398262,79.48392835,0.00021637,145180161,174
20/1/2017,1039356360,533220853.7,298188,14474146951,898.17,86728400,663085,2362.5,16115102.3,104.849635,3.37E+11,399169,76.24282206,0.00020463,136509558,189
21/1/2017,793827337,359901321.4,263381,14433989078,895.55,111158000,637023,2262.5,16117364.8,94.58963263,3.37E+11,383546,61.97517651,0.0002034,125449079,181
22/1/2017,736996035.7,386067424.7,236712,14865784778,922.21,116573000,564645,2175,16119539.8,87.1148655,3.39E+11,342879,60.38815522,0.0002034,117373402,174
23/1/2017,1002515009,470497440.5,235392,14920399206,925.5,73588600,620376,1725,16121264.8,109.0117271,3.93E+11,336062,75.60857442,0.00023431,125398334,138
24/1/2017,1193250795,515636301.7,278028,14683082894,910.68,111349000,723324,1862.5,16123127.3,143.1652105,3.93E+11,375648,83.40371712,0.00025032,145074998,149
25/1/2017,1200628130,561048732.2,304578,14382364099,891.92,120831000,711276,1862.5,16124989.8,135.0080828,3.93E+11,402931,72.77755028,0.0002431,147188233,149
26/1/2017,909196870.2,503957579,313600,14552986479,902.4,131958000,721023,1937.5,16126927.3,123.5563196,3.93E+11,407534,67.42328525,0.00023392,153936345,155
27/1/2017,837401143.6,433173686.6,263162,14812412112,918.36,125594000,662445,2125,16129052.3,114.0437184,3.93E+11,363989,73.39205265,0.0002293,142405567,170
28/1/2017,650303237.7,320993344.3,246243,14837547091,919.81,68979600,661095,1900,16130952.3,122.5350693,3.93E+11,370658,63.09908558,0.00024,133374784,152
29/1/2017,685773138.6,341176616.9,241460,14875839972,922.07,60851700,644559,2087.5,16133039.8,119.8377983,3.93E+11,372684,55.10004478,0.0002431,144036105,167
30/1/2017,897805452.6,424751313.3,247264,14846640550,920.15,78227296,644885,1800,16134839.8,135.1560834,3.93E+11,362981,81.89335,0.00026203,137536101,144
31/1/2017,1103239555,581557491.4,307538,14861381299,920.96,164582000,677356,1812.5,16136652.3,145.6615889,3.93E+11,412234,83.78185862,0.0002938,139134217,145
1/2/2017,1271940146,588990271.8,350368,15670218107,970.94,150110000,790453,2400,16139052.3,154.9165724,3.93E+11,539958,74.35016742,0.00025419,184759570,192
2/2/2017,1197215595,538972411.2,259402,15979738500,990,145820992,639858,1962.5,16141014.8,142.3005536,3.93E+11,409724,88.7196717,0.0003,143491185,157
3/2/2017,1952812125,702201080,323414,16328010918,1011.46,201278000,715695,1862.5,16142877.3,162.421207,3.93E+11,473115,85.8972695,0.0003085,144652061,149
4/2/2017,1156975363,543078989.8,284634,16650616584,1031.33,155064000,655219,1800,16144677.3,138.646448,3.94E+11,389897,76.01632282,0.0002838,137110525,144
5/2/2017,1039935967,451790237.4,291942,16849495171,1043.52,114208000,689329,1987.5,16146664.8,136.1786957,4.22E+11,384194,68.48711503,0.00028584,152313192,159
6/2/2017,1214758193,571704380.8,229902,16606975481,1028.4,111762000,619108,1562.5,16148227.3,154.9302018,4.22E+11,347904,97.8037298,0.00034074,122400165,125
7/2/2017,1381553251,592348886.2,325117,16798533517,1040.14,146007008,717417,1887.5,16150114.8,170.7567114,4.22E+11,412092,81.70104154,0.00031043,142797794,151
8/2/2017,1367035815,626778433.6,308170,17158685062,1062.32,201855008,665656,1825,16151939.8,157.144935,4.22E+11,396530,81.98667064,0.0003164,140324793,146
9/2/2017,1537209884,773301324.9,346375,17199414789,1064.7,407220000,758515,2112.5,16154052.3,174.1856872,4.22E+11,436164,78.80838065,0.00031137,161569124,169
10/2/2017,1133494679,662677849.4,301642,16085500198,995.63,190452000,658325,1837.5,16155889.8,139.7791554,4.22E+11,397760,74.88869001,0.00031011,142229145,147
11/2/2017,756656511.9,368650658.9,262547,15978423698,988.9,102261000,628956,1737.5,16157627.3,117.0800098,4.22E+11,371873,59.155998,0.00029061,133948921,139
12/2/2017,602954653,355288268.8,237604,16216422758,1003.52,67530000,568401,1750,16159377.3,102.5105593,4.22E+11,329439,56.096768,0.0002712,122144290,140
13/2/2017,1010638576,538591488.8,288127,16143655259,998.89,100607000,669492,2037.5,16161414.8,136.7724222,4.22E+11,391016,70.53203244,0.00027713,148405332,163
14/2/2017,1145888683,558381467.1,314915,16030001408,991.73,137946000,675342,2112.5,16163527.3,140.9913159,4.22E+11,405085,75.37432627,0.00028609,149519922,169
15/2/2017,1056929103,575772325.7,294647,16265799209,1006.21,89759400,630944,1737.5,16165264.8,134.0488899,4.22E+11,377117,77.01617874,0.0003,130672276,139
16/2/2017,1039840701,534761618.4,283052,16290954654,1007.65,122277000,670733,1887.5,16167152.3,169.877201,4.22E+11,383226,81.4170922,0.0003314,147066076,151
17/2/2017,1309942945,640905219.6,319616,16591500511,1026.12,136474000,695647,1887.5,16169039.8,165.8444239,4.22E+11,481977,71.93410062,0.00032204,146330355,151
18/2/2017,886393916.7,393207376.1,285992,16966813731,1049.21,99073504,689424,1887.5,16170927.3,152.229018,4.33E+11,400422,62.3100533,0.0003164,145258834,151
19/2/2017,1110750436,433331207.1,251587,17058343421,1054.76,77423296,597242,1675,16172602.3,129.4437792,4.41E+11,354860,63.10351678,0.0003164,124738236,134
20/2/2017,1069407088,531694898.7,282580,16962141274,1048.69,109478000,657687,1850,16174452.3,159.9140144,4.41E+11,402815,74.61007777,0.00032204,140796749,148
21/2/2017,1139111678,610656366.8,278952,17458784047,1079.28,186868992,645626,1725,16176177.3,165.8170721,4.41E+11,379726,88.98998177,0.00034628,131054107,138
22/2/2017,1326259304,744909422.8,282056,18035275647,1114.8,136100000,634528,1725,16177902.3,182.0357052,4.41E+11,382013,87.0031725,0.0004068,134848121,138
23/2/2017,1517124310,713077892,325763,18077344805,1117.27,189454000,700730,1875,16179777.3,211.6547242,4.41E+11,419286,83.40921087,0.0004187,144106857,150
24/2/2017,1541360655,839593322.9,343642,18976719339,1172.71,330759008,766916,2037.5,16181814.8,226.7099144,4.41E+11,444578,82.56679361,0.0004068,158302181,163
25/2/2017,1000351567,490341422.1,326354,18941915440,1170.41,139960992,745056,2087.5,16183902.3,191.30418,4.41E+11,446285,63.14512933,0.0003616,161377509,167
26/2/2017,801561079,400496142.4,265025,18521468894,1144.27,116486000,657119,2225,16186127.3,161.1726012,4.41E+11,412429,64.25314058,0.0003616,164071652,178
27/2/2017,1303142926,630203812.3,284411,18839342794,1163.78,131570000,664567,1800,16187927.3,195.3874614,4.41E+11,396965,79.2883314,0.00044,136101495,144
28/2/2017,1404328599,667741955.3,325261,19115827282,1180.72,184956000,699527,1912.5,16189839.8,227.3714723,4.41E+11,417551,82.60862613,0.0004488,148139805,153
1/3/2017,1500757118,731902666.8,315739,19106956332,1180.04,229056992,681438,1800,16191639.8,229.5903669,4.41E+11,410685,85.9129066,0.000452,140997017,144
2/3/2017,2110396450,913305091.9,329271,19832161751,1224.68,368275008,735135,1962.5,16193602.3,252.2266397,4.41E+11,435597,97.67505147,0.0004531,150031136,157
3/3/2017,1981093234,951178416.3,337159,20256030144,1250.71,315739008,734179,1887.5,16195489.8,259.6860619,4.46E+11,447876,93.55492153,0.0004972,148778797,151
4/3/2017,1430296540,675407599.6,265648,20690853068,1277.43,183270000,624702,1650,16197139.8,220.2954802,4.61E+11,383472,87.39575668,0.0004844,130139301,132
5/3/2017,1124228169,563470659.3,280592,20318400496,1254.29,134127000,694648,1837.5,16198977.3,216.6961857,4.61E+11,410775,72.95586565,0.000452,144545293,147
6/3/2017,1763030060,766424477.9,287589,20534154723,1267.47,153656992,680973,1775,16200752.3,238.9809361,4.61E+11,421871,99.42727986,0.00050404,137105624,142
7/3/2017,1796261669,828704878.8,327749,20629566988,1273.21,291256000,738069,1912.5,16202664.8,269.771913,4.61E+11,427997,100.1208291,0.0005,149153851,153
8/3/2017,1661530951,770456106.7,296966,19821936956,1223.23,332603008,687751,1775,16204439.8,233.7307623,4.61E+11,403166,95.81415026,0.00046091,139078646,142
9/3/2017,1442769674,635982592.3,303484,18643074803,1150.35,212283008,705823,1850,16206289.8,236.6717855,4.61E+11,428483,81.67485,0.00046514,146786136,148
10/3/2017,1666426102,762574427.3,308326,19277563156,1189.36,563795968,744240,1950,16208239.8,257.9179764,4.61E+11,430803,102.0627757,0.0004972,154724130,156
11/3/2017,1324536667,655215181.8,280532,18095798372,1116.32,283320000,697665,1862.5,16210102.3,217.6677173,4.61E+11,412920,79.01964891,0.00048709,148638882,149
12/3/2017,1019945609,523932491.7,220955,19075539933,1176.62,227176000,594463,1937.5,16212039.8,190.6287995,4.61E+11,361569,77.18890763,0.00048472,148822702,155
13/3/2017,1744499166,763874518,272934,19809925037,1221.78,380276992,691402,1812.5,16213852.3,220.7509253,4.61E+11,411543,94.81130091,0.0004972,142516485,145
14/3/2017,2150107336,835725693.7,310239,19980628934,1232.16,245306000,740057,1950,16215802.3,256.5317131,4.61E+11,432970,98.57531361,0.0004972,150142100,156
15/3/2017,1780038472,861769901.6,292292,20112573836,1240.16,297804992,675317,1775,16217577.3,236.2550196,4.61E+11,415117,101.3423779,0.0004972,139725667,142
16/3/2017,2922701984,1111333894,326881,20296118367,1251.33,638568000,734444,1912.5,16219489.8,264.5515813,4.61E+11,462858,103.86039,0.0004972,151203800,153
17/3/2017,2472268117,1091556905,292042,19144024449,1180.16,706598976,709455,1925,16221414.8,244.5890175,4.70E+11,424754,102.0433605,0.0004972,153314500,154
18/3/2017,1715950711,838392885.9,263373,17840811566,1099.69,621302016,685027,1962.5,16223377.3,217.0577053,4.76E+11,407924,91.92792574,0.0004972,147901272,157
19/3/2017,1200220970,569669788.9,269171,15847981452,976.73,406648000,675490,2062.5,16225439.8,211.6279358,4.76E+11,416358,64.96368949,0.0004972,146694247,165
20/3/2017,1516834298,800434408.4,276897,16831565237,1037.24,286529984,651290,1700,16227139.8,241.1578771,4.76E+11,412941,85.23943931,0.0005,132924680,136
21/3/2017,1811191249,783601735.8,287913,17127490208,1055.36,337391008,693278,1775,16228914.8,248.6366135,4.76E+11,433150,99.67513212,0.0005,139444546,142
22/3/2017,2138432400,892869827.8,316434,18189311614,1120.65,380840992,745066,1987.5,16230902.3,265.8452281,4.76E+11,456576,103.0048697,0.0004972,156153459,159
23/3/2017,1803506143,773286384.6,287723,17045342994,1050.05,248540000,678638,1850,16232752.3,235.9980763,4.76E+11,436778,100.4603206,0.0004972,142833159,148
24/3/2017,3241366146,821016058,289345,16859326095,1038.45,491038016,703673,2200,16234952.3,231.5505018,4.76E+11,432602,103.325775,0.0004972,153109006,176
25/3/2017,2532859869,869229755,242842,15206361452,936.54,435803008,616232,1662.5,16236614.8,182.0076516,4.76E+11,393609,97.49158503,0.000452,125010016,133
26/3/2017,1100822531,519669987.9,221749,15817009472,974.02,303668000,588054,2075,16238689.8,154.6517743,4.76E+11,390424,96.22528644,0.0004488,112339352,166
27/3/2017,1535714569,792610003.6,232159,15786553724,972.05,372535008,600367,1650,16240339.8,194.8437873,4.76E+11,378739,114.3983579,0.000452,118925434,132
28/3/2017,1651520547,802379377.7,293846,16966498727,1044.58,326332000,735755,1937.5,16242277.3,233.2217636,4.76E+11,443053,107.0398466,0.000452,152780977,155
29/3/2017,1414893661,756687848.2,283793,16992666833,1046.08,298457984,683505,1725,16244002.3,212.9357972,4.76E+11,430287,103.7266462,0.0004488,134297514,138
30/3/2017,1514467234,807732534.7,288624,16931952102,1042.21,352968992,694171,2050,16246052.3,203.4044868,4.83E+11,409237,98.2491367,0.0004068,157858216,164
31/3/2017,1943966335,979690493.4,259268,16680730710,1026.64,447287008,630967,1687.5,16247739.8,217.2770069,5.00E+11,379799,122.589296,0.0004488,129671257,135
1/4/2017,1263463526,685554572.3,255739,17414764506,1071.71,289633984,639653,1650,16249389.8,190.6426324,5.00E+11,401968,98.41353245,0.0004068,127664458,132
2/4/2017,1250032692,595695125.3,244045,17561533415,1080.61,514187008,652269,1975,16251364.8,180.7364057,5.00E+11,421328,92.13010708,0.0004,130235222,158
3/4/2017,1743057243,792929216.7,287965,17927031651,1102.95,580444032,736053,2200,16253564.8,221.03919,5.00E+11,456959,109.8502906,0.0004014,154578572,176
4/4/2017,1761197009,822207684.1,255890,18620713981,1145.52,436310016,635711,1562.5,16255127.3,200.3028451,5.00E+11,387197,125.4186547,0.0004068,122232678,125
5/4/2017,1685982555,830551748,316393,18438025869,1134.14,414784000,745792,2025,16257152.3,236.2986144,5.00E+11,476280,99.6721133,0.0004076,156631068,162
6/4/2017,1599523041,785484511.4,290318,18304699026,1125.81,511222016,701254,1837.5,16258989.8,221.7197691,5.00E+11,443096,110.5297404,0.00041174,143728498,147
7/4/2017,1560484928,807884810.7,295301,19170920181,1178.94,317022016,718080,2025,16261014.8,225.1467928,5.00E+11,433049,104.2285056,0.0004152,158368949,162
8/4/2017,1004254673,468619973.2,226822,19070660369,1172.65,209312000,600050,1712.5,16262727.3,171.6130208,5.00E+11,387725,98.1296973,0.00036894,133496841,137
9/4/2017,1063718454,476089465,238127,19136719269,1176.57,242343008,656647,1987.5,16264714.8,168.0597903,5.00E+11,415210,80.18781059,0.0003616,147148441,159
10/4/2017,1595243598,731995924.7,273237,19313407793,1187.3,215883008,690857,1837.5,16266552.3,197.2658662,5.00E+11,455260,116.5945222,0.0004,134882197,147
11/4/2017,1680423675,820977669.7,307726,19318519562,1187.46,216182000,753921,2087.5,16268639.8,226.3466764,5.00E+11,488326,112.9193713,0.0004068,160792926,167
12/4/2017,1780321606,774395635.8,277951,19602921346,1204.81,288702016,689626,1775,16270414.8,212.1552116,5.00E+11,471744,120.0336781,0.00041174,139524556,142
13/4/2017,1679416262,758068063.7,228552,19543177593,1201.02,351968992,611531,1587.5,16272002.3,216.6676549,5.18E+11,393758,122.1783234,0.0004176,123568498,127
14/4/2017,1865737863,846934295.7,290069,19045804129,1170.33,254827008,703291,1737.5,16273739.8,235.4844653,5.21E+11,529245,102.1533191,0.00045,138320202,139
15/4/2017,1295916413,625551048.1,270555,18998696982,1167.3,203559008,687253,1875,16275614.8,201.5535657,5.21E+11,505855,85.76624689,0.00040146,148755167,150
16/4/2017,1164945545,581086039,211683,19087261292,1172.61,183231008,592441,1825,16277439.8,158.8562769,5.21E+11,437163,90.74043141,0.00036684,135403211,146
17/4/2017,1708462801,800546431.4,245046,19262495924,1183.25,253206000,604963,1725,16279164.8,180.7283452,5.21E+11,445425,116.2371554,0.0004068,128448535,138
18/4/2017,2033112965,723299528.4,302945,19435903072,1193.77,270524000,709072,1825,16280989.8,220.2068733,5.21E+11,420130,118.780115,0.00041174,139508809,146
19/4/2017,1596858077,694704436.1,309961,19737006123,1212.13,288060992,723144,1787.5,16282777.3,209.5293594,5.21E+11,432695,107.3065719,0.0004068,140742484,143
20/4/2017,1811400275,741050747.3,267777,19722013922,1211.08,315108000,688123,1725,16284502.3,228.3755773,5.21E+11,361466,129.880022,0.000452,134410634,138
21/4/2017,1651182472,738529837.3,330187,20023225449,1229.42,272167008,791946,2087.5,16286589.8,244.3890705,5.21E+11,489908,105.7167685,0.00041174,162981867,167
22/4/2017,1271090882,521186422,268567,19916157075,1222.71,249320000,686367,1812.5,16288402.3,180.3405178,5.21E+11,410291,98.02018558,0.000396,141089714,145
23/4/2017,1238054402,506213049.9,244886,20068531165,1231.92,258951008,644281,1912.5,16290314.8,169.6730952,5.21E+11,383753,109.002844,0.0004068,144987553,153
24/4/2017,1674917695,671181262.5,222547,19707291960,1209.63,235806000,608289,1550,16291864.8,187.9613798,5.21E+11,345235,147.4303213,0.00045,119423148,124
25/4/2017,3017138673,962509233.6,325239,20374644733,1250.45,242556000,738873,1850,16293714.8,271.6273843,5.21E+11,433757,138.578983,0.0005,142969528,148
26/4/2017,2163250927,855413222.8,334318,20630256543,1265.99,329631008,768513,1912.5,16295627.3,253.8436777,5.21E+11,454894,126.2701464,0.00045756,148693797,153
27/4/2017,2481430494,902589808.1,297737,20891567488,1281.88,449196992,723992,1837.5,16297464.8,256.4473157,5.22E+11,431697,153.569224,0.00049527,142239843,147
28/4/2017,2138429459,914493462.9,305135,21478206639,1317.74,527488992,727287,1700,16299164.8,249.6841954,5.22E+11,439893,154.8625969,0.0004972,135547737,136
29/4/2017,1688899357,771068006.6,341146,21482735814,1317.84,422705984,828936,2162.5,16301327.3,256.3764812,5.22E+11,504834,124.4800036,0.0004488,168081664,173
30/4/2017,1397139574,673481390.7,281338,21550892080,1321.87,413115008,724937,1887.5,16303214.8,199.3076394,5.22E+11,408056,113.2554422,0.0004488,146755921,151
1/5/2017,1918429106,871943497.6,294636,21984351047,1348.3,713624000,707250,1875,16305089.8,227.7488656,5.22E+11,416309,139.0718327,0.000486,146613134,150
2/5/2017,2210499945,897406585.6,333003,23173037469,1421.03,477337984,787411,1975,16307064.8,272.6796618,5.22E+11,467071,156.2127621,0.000486,154877624,158
3/5/2017,2248209512,1019610375,295017,23709461054,1453.78,583795968,690007,1650,16308714.8,247.3436771,5.22E+11,411026,174.2603199,0.0005,131378395,132
4/5/2017,2984659501,1181183035,354569,24315059385,1490.72,933548992,851802,2100,16310814.8,307.0956807,5.22E+11,531831,175.6634335,0.00050391,163135853,168
5/5/2017,3022035415,1210534005,267064,25135537409,1540.87,946035968,663371,1612.5,16312427.3,261.3116845,5.22E+11,411634,230.4048427,0.0005424,124000717,129
6/5/2017,2264647109,1029733843,362854,25398849187,1556.81,582529984,872106,2100,16314527.3,296.5736927,5.22E+11,510468,149.5242057,0.00049258,162108773,168
7/5/2017,2270631161,988964683,315844,25771777636,1579.47,1080029952,787633,2087.5,16316614.8,277.0357503,5.22E+11,443744,147.6194459,0.00049314,161127686,167
8/5/2017,3110917755,1359362916,364916,26060156643,1596.92,1340320000,889537,2250,16318864.8,316.4495528,5.22E+11,530411,177.5201905,0.0005,174265948,180
9/5/2017,3371637388,1384252693,332724,28135500085,1723.89,1167920000,794529,1937.5,16320802.3,302.9615336,5.22E+11,464926,229.9146404,0.00052654,153106911,155
10/5/2017,3529867675,1455107853,311243,28671324656,1756.52,915723008,735155,1850,16322652.3,303.264959,5.55E+11,474620,232.3264691,0.00054265,142104537,148
