date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,generatedCoins,cumulative total number of coins,fees,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
9/1/2009,,,0,,,,14,700,700,0,1,,,,3010,14
10/1/2009,,,0,,,,61,3050,3750,0,1,,,,13129,61
11/1/2009,,,0,,,,93,4650,8400,0,1,,,,20033,93
12/1/2009,,,7,,,,102,4700,13100,0,1,5,,0,22031,94
13/1/2009,,,0,,,,123,6150,19250,0,1,,,,26527,123
14/1/2009,,,1,,,,133,6450,25700,0,1,0,,0,28276,129
15/1/2009,,,8,,,,140,6300,32000,0,1,6,,0,30061,126
16/1/2009,,,2,,,,114,5400,37400,0,1,0,,0,23854,108
17/1/2009,,,0,,,,109,5450,42850,0,1,,,,23528,109
18/1/2009,,,1,,,,111,5350,48200,0,1,0,,0,23534,107
19/1/2009,,,2,,,,133,5750,53950,0,1,0,,0,26783,115
20/1/2009,,,1,,,,123,5700,59650,0,1,0,,0,25619,114
21/1/2009,,,1,,,,105,5100,64750,0,1,0,,0,22337,102
22/1/2009,,,1,,,,102,4550,69300,0,1,0,,0,20816,91
23/1/2009,,,2,,,,95,4200,73500,0,1,0,,0,19256,84
24/1/2009,,,1,,,,212,10050,83550,0,1,0,,0,44634,201
25/1/2009,,,1,,,,193,9550,93100,0,1,0,,0,41447,191
26/1/2009,,,1,,,,117,4800,97900,0,1,0,,0,23035,96
27/1/2009,,,1,,,,101,4850,102750,0,1,0,,0,21370,97
28/1/2009,,,0,,,,112,5600,108350,0,1,,,,24153,112
29/1/2009,,,1,,,,134,6050,114400,0,1,0,,0,27498,121
30/1/2009,,,0,,,,117,5850,120250,0,1,,,,25257,117
31/1/2009,,,1,,,,159,6900,127150,0,1,0,,0,32080,138
1/2/2009,,,1,,,,116,5650,132800,0,1,0,,0,24657,113
2/2/2009,,,1,,,,130,6400,139200,0,1,0,,0,27788,128
3/2/2009,,,16,,,,154,6950,146150,2.01,1,14,,0,34541,139
4/2/2009,,,0,,,,119,5950,152100,0,1,,,,25673,119
5/2/2009,,,0,,,,126,6300,158400,0,1,,,,27181,126
6/2/2009,,,0,,,,122,6100,164500,0,1,,,,26332,122
7/2/2009,,,4,,,,156,6450,170950,0,1,1,,0,31000,129
8/2/2009,,,1,,,,134,6600,177550,0,1,0,,0,28720,132
9/2/2009,,,1,,,,179,6700,184250,0,1,0,,0,33983,134
10/2/2009,,,0,,,,120,6000,190250,0,1,,,,25880,120
11/2/2009,,,2,,,,147,6650,196900,0,1,0,,0,30474,133
12/2/2009,,,0,,,,119,5950,202850,0,1,,,,25689,119
13/2/2009,,,0,,,,124,6200,209050,0,1,,,,26772,124
14/2/2009,,,0,,,,136,6800,215850,0,1,,,,29347,136
15/2/2009,,,3,,,,142,6400,222250,0,1,0,,0,29361,128
16/2/2009,,,1,,,,153,6100,228350,0,1,0,,0,29789,122
17/2/2009,,,0,,,,117,5850,234200,0,1,,,,25260,117
18/2/2009,,,0,,,,118,5900,240100,0,1,,,,25481,118
19/2/2009,,,1,,,,141,6200,246300,0,1,0,,0,28650,124
20/2/2009,,,0,,,,122,6100,252400,0,1,,,,26334,122
21/2/2009,,,0,,,,114,5700,258100,0,1,,,,24620,114
22/2/2009,,,4,,,,133,6050,264150,0,1,0,,0,27654,121
23/2/2009,,,0,,,,108,5400,269550,0,1,,,,23327,108
24/2/2009,,,0,,,,106,5300,274850,0,1,,,,22889,106
25/2/2009,,,0,,,,105,5250,280100,0,1,,,,22666,105
26/2/2009,,,0,,,,107,5350,285450,0,1,,,,23108,107
27/2/2009,,,1,,,,152,5750,291200,0,1,0,,0,28957,115
28/2/2009,,,1,,,,107,4950,296150,0,1,0,,0,22228,99
1/3/2009,,,0,,,,105,5250,301400,0,1,,,,22675,105
2/3/2009,,,0,,,,108,5400,306800,0,1,,,,23324,108
3/3/2009,,,2,,,,114,5250,312050,0,1,0,,0,23670,105
4/3/2009,,,2,,,,130,5200,317250,0,1,1,,0,25450,104
5/3/2009,,,1,,,,121,5600,322850,0,1,0,,0,25134,112
6/3/2009,,,0,,,,117,5850,328700,0,1,,,,25263,117
7/3/2009,,,0,,,,109,5450,334150,0,1,,,,23541,109
8/3/2009,,,3,,,,142,5750,339900,0,1,0,,0,28013,115
9/3/2009,,,0,,,,108,5400,345300,0,1,,,,23297,108
10/3/2009,,,0,,,,107,5350,350650,0,1,,,,23109,107
11/3/2009,,,0,,,,114,5700,356350,0,1,,,,24611,114
12/3/2009,,,1,,,,122,5900,362250,0,1,0,,0,25905,118
13/3/2009,,,1,,,,127,5650,367900,0,1,0,,0,25921,113
14/3/2009,,,0,,,,110,5500,373400,0,1,,,,23737,110
15/3/2009,,,0,,,,123,6150,379550,0,1,,,,26564,123
16/3/2009,,,1,,,,170,6050,385600,0,1,0,,0,31643,121
17/3/2009,,,0,,,,114,5700,391300,0,1,,,,24620,114
18/3/2009,,,2,,,,129,5700,397000,0,1,0,,0,26301,114
19/3/2009,,,0,,,,122,6100,403100,0,1,,,,26326,122
20/3/2009,,,1,,,,131,5900,409000,0,1,0,,0,26887,118
21/3/2009,,,0,,,,50,2500,411500,0,1,,,,10794,50
22/3/2009,,,2,,,,131,5950,417450,0,1,0,,0,27028,119
23/3/2009,,,0,,,,130,6500,423950,0,1,,,,28070,130
24/3/2009,,,0,,,,105,5250,429200,0,1,,,,22678,105
25/3/2009,,,0,,,,117,5850,435050,0,1,,,,25247,117
26/3/2009,,,1,,,,146,5850,440900,0,1,0,,0,28502,117
27/3/2009,,,0,,,,106,5300,446200,0,1,,,,22891,106
28/3/2009,,,3,,,,140,5950,452150,0,1,0,,0,28112,119
29/3/2009,,,0,,,,116,5800,457950,0,1,,,,25052,116
30/3/2009,,,0,,,,120,6000,463950,0,1,,,,25902,120
31/3/2009,,,1,,,,143,5500,469450,0,1,0,,0,27447,110
1/4/2009,,,0,,,,114,5700,475150,0,1,,,,24608,114
2/4/2009,,,0,,,,115,5750,480900,0,1,,,,24827,115
3/4/2009,,,0,,,,116,5800,486700,0,1,,,,25050,116
4/4/2009,,,0,,,,113,5650,492350,0,1,,,,24379,113
5/4/2009,,,2,,,,148,6500,498850,0,1,0,,0,30102,130
6/4/2009,,,0,,,,109,5450,504300,0,1,,,,23542,109
7/4/2009,,,0,,,,100,5000,509300,0,1,,,,21599,100
8/4/2009,,,0,,,,105,5250,514550,0,1,,,,22680,105
9/4/2009,,,0,,,,99,4950,519500,0,1,,,,21358,99
10/4/2009,,,0,,,,108,5400,524900,0,1,,,,23322,108
11/4/2009,,,1,,,,128,6000,530900,0,1,0,,0,26800,120
12/4/2009,,,2,,,,127,5900,536800,0,1,0,,0,26516,118
13/4/2009,,,1,,,,117,5750,542550,0,1,1,,0,25066,115
14/4/2009,,,0,,,,124,6200,548750,0,1,,,,26778,124
15/4/2009,,,0,,,,113,5650,554400,0,1,,,,24379,113
16/4/2009,,,0,,,,123,6150,560550,0,1,,,,26555,123
17/4/2009,,,0,,,,112,5600,566150,0,1,,,,24176,112
18/4/2009,,,4,,,,131,6300,572450,0,1,1,,0,27977,126
19/4/2009,,,1,,,,128,5950,578400,0,1,0,,0,26656,119
20/4/2009,,,2,,,,236,5950,584350,0,1,0,,0,38917,119
21/4/2009,,,1,,,,125,6150,590500,0,1,1,,0,26782,123
22/4/2009,,,0,,,,121,6050,596550,0,1,,,,26132,121
23/4/2009,,,0,,,,75,3750,600300,0,1,,,,16176,75
24/4/2009,,,0,,,,115,5750,606050,0,1,,,,24829,115
25/4/2009,,,0,,,,118,5900,611950,0,1,,,,25472,118
26/4/2009,,,2,,,,128,5600,617550,0,1,0,,0,25990,112
27/4/2009,,,0,,,,104,5200,622750,0,1,,,,22453,104
28/4/2009,,,0,,,,117,5850,628600,0,1,,,,25229,117
29/4/2009,,,1,,,,149,6400,635000,0,1,0,,0,29964,128
30/4/2009,,,0,,,,131,6550,641550,0,1,,,,28290,131
1/5/2009,,,0,,,,121,6050,647600,0,1,,,,26121,121
2/5/2009,,,2,,,,142,6300,653900,0.03,1,2,,0.015,29153,126
3/5/2009,,,3,,,,110,5300,659200,0,1,2,,0,23715,106
4/5/2009,,,1,,,,159,6400,665600,0,1,0,,0,31095,128
5/5/2009,,,1,,,,146,6750,672350,0,1,0,,0,30330,135
6/5/2009,,,0,,,,135,6750,679100,0,1,,,,29157,135
7/5/2009,,,0,,,,122,6100,685200,0,1,,,,26352,122
8/5/2009,,,0,,,,107,5350,690550,0,1,,,,23106,107
9/5/2009,,,0,,,,78,3900,694450,0,1,,,,16808,78
10/5/2009,,,0,,,,85,4250,698700,0,1,,,,18339,85
11/5/2009,,,1,,,,123,6000,704700,0.1,1,1,,0.1,26263,120
12/5/2009,,,0,,,,130,6500,711200,0,1,,,,28070,130
13/5/2009,,,5,,,,117,5550,716750,0,1,2,,0,25061,111
14/5/2009,,,3,,,,145,6950,723700,0,1,1,,0,30731,139
15/5/2009,,,1,,,,146,6800,730500,0,1,0,,0,30546,136
16/5/2009,,,0,,,,119,5950,736450,0,1,,,,25698,119
17/5/2009,,,0,,,,127,6350,742800,0,1,,,,27427,127
18/5/2009,,,0,,,,118,5900,748700,0,1,,,,25479,118
19/5/2009,,,0,,,,86,4300,753000,0,1,,,,18566,86
20/5/2009,,,0,,,,120,6000,759000,0,1,,,,25888,120
21/5/2009,,,0,,,,82,4100,763100,0,1,,,,17709,82
22/5/2009,,,0,,,,61,3050,766150,0,1,,,,13174,61
23/5/2009,,,0,,,,32,1600,767750,0,1,,,,6910,32
24/5/2009,,,0,,,,100,5000,772750,0,1,,,,21590,100
25/5/2009,,,0,,,,109,5450,778200,0,1,,,,23539,109
26/5/2009,,,0,,,,125,6250,784450,0,1,,,,26988,125
27/5/2009,,,0,,,,119,5950,790400,0,1,,,,25672,119
28/5/2009,,,0,,,,95,4750,795150,0,1,,,,20509,95
29/5/2009,,,1,,,,167,5300,800450,0,1,0,,0,29769,106
30/5/2009,,,0,,,,109,5450,805900,0,1,,,,23513,109
31/5/2009,,,0,,,,96,4800,810700,0,1,,,,20736,96
1/6/2009,,,1,,,,73,3550,814250,0,1,1,,0,15608,71
2/6/2009,,,0,,,,111,5550,819800,0,1,,,,23966,111
3/6/2009,,,0,,,,71,3550,823350,0,1,,,,15336,71
4/6/2009,,,0,,,,66,3300,826650,0,1,,,,14252,66
5/6/2009,,,0,,,,30,1500,828150,0,1,,,,6477,30
6/6/2009,,,0,,,,28,1400,829550,0,1,,,,6028,28
7/6/2009,,,0,,,,16,800,830350,0,1,,,,3455,16
8/6/2009,,,0,,,,82,4100,834450,0,1,,,,17693,82
9/6/2009,,,0,,,,91,4550,839000,0,1,,,,19638,91
10/6/2009,,,0,,,,82,4100,843100,0,1,,,,17706,82
11/6/2009,,,0,,,,89,4450,847550,0,1,,,,19221,89
12/6/2009,,,0,,,,86,4300,851850,0,1,,,,18564,86
13/6/2009,,,0,,,,78,3900,855750,0,1,,,,16805,78
14/6/2009,,,0,,,,72,3600,859350,0,1,,,,15530,72
15/6/2009,,,0,,,,84,4200,863550,0,1,,,,18140,84
16/6/2009,,,0,,,,71,3550,867100,0,1,,,,15317,71
17/6/2009,,,0,,,,79,3950,871050,0,1,,,,17036,79
18/6/2009,,,0,,,,80,4000,875050,0,1,,,,17265,80
19/6/2009,,,0,,,,87,4350,879400,0,1,,,,18764,87
20/6/2009,,,0,,,,78,3900,883300,0,1,,,,16830,78
21/6/2009,,,0,,,,81,4050,887350,0,1,,,,17477,81
22/6/2009,,,1,,,,137,3800,891150,0,1,0,,0,23285,76
23/6/2009,,,0,,,,76,3800,894950,0,1,,,,16383,76
24/6/2009,,,2,,,,100,4750,899700,0,1,1,,0,21050,95
25/6/2009,,,1,,,,89,3400,903100,0,1,0,,0,16983,68
26/6/2009,,,0,,,,90,4500,907600,0,1,,,,19404,90
27/6/2009,,,0,,,,84,4200,911800,0,1,,,,18130,84
28/6/2009,,,1,,,,48,2300,914100,0,1,1,,0,10154,46
29/6/2009,,,1,,,,85,4150,918250,0,1,1,,0,18154,83
30/6/2009,,,1,,,,89,4250,922500,0,1,0,,0,18789,85
1/7/2009,,,1,,,,77,3700,926200,0,1,0,,0,16238,74
2/7/2009,,,1,,,,85,4150,930350,0,1,1,,0,18145,83
3/7/2009,,,0,,,,82,4100,934450,0,1,,,,17710,82
4/7/2009,,,0,,,,89,4450,938900,0,1,,,,19213,89
5/7/2009,,,0,,,,79,3950,942850,0,1,,,,17063,79
6/7/2009,,,0,,,,84,4200,947050,0,1,,,,18142,84
7/7/2009,,,0,,,,69,3450,950500,0,1,,,,14900,69
8/7/2009,,,0,,,,74,3700,954200,0,1,,,,15983,74
9/7/2009,,,0,,,,86,4300,958500,0,1,,,,18552,86
10/7/2009,,,0,,,,81,4050,962550,0,1,,,,17485,81
11/7/2009,,,0,,,,83,4150,966700,0,1,,,,17927,83
12/7/2009,,,0,,,,77,3850,970550,0,1,,,,16616,77
13/7/2009,,,0,,,,78,3900,974450,0,1,,,,16841,78
14/7/2009,,,0,,,,69,3450,977900,0,1,,,,14901,69
15/7/2009,,,0,,,,45,2250,980150,0,1,,,,9719,45
16/7/2009,,,0,,,,71,3550,983700,0,1,,,,15326,71
17/7/2009,,,0,,,,47,2350,986050,0,1,,,,10143,47
18/7/2009,,,0,,,,4,200,986250,0,1,,,,860,4
19/7/2009,,,0,,,,70,3500,989750,0,1,,,,15106,70
20/7/2009,,,1,,,,192,3500,993250,0.14,1,1,,0.14,29029,70
21/7/2009,,,0,,,,82,4100,997350,0,1,,,,17700,82
22/7/2009,,,0,,,,60,3000,1000350,0,1,,,,12924,60
23/7/2009,,,0,,,,76,3800,1004150,0,1,,,,16392,76
24/7/2009,,,0,,,,73,3650,1007800,0,1,,,,15763,73
25/7/2009,,,0,,,,32,1600,1009400,0,1,,,,6907,32
26/7/2009,,,0,,,,21,1050,1010450,0,1,,,,4526,21
27/7/2009,,,0,,,,74,3700,1014150,0,1,,,,15977,74
28/7/2009,,,0,,,,41,2050,1016200,0,1,,,,8844,41
29/7/2009,,,1,,,,22,950,1017150,0,1,0,,0,4369,19
30/7/2009,,,1,,,,17,750,1017900,0,1,1,,0,3468,15
31/7/2009,,,0,,,,17,850,1018750,0,1,,,,3667,17
1/8/2009,,,0,,,,28,1400,1020150,0,1,,,,6043,28
2/8/2009,,,0,,,,23,1150,1021300,0,1,,,,4959,23
3/8/2009,,,0,,,,12,600,1021900,0,1,,,,2590,12
4/8/2009,,,0,,,,81,4050,1025950,0,1,,,,17466,81
5/8/2009,,,0,,,,87,4350,1030300,0,1,,,,18768,87
6/8/2009,,,0,,,,90,4500,1034800,0,1,,,,19433,90
7/8/2009,,,1,,,,192,4000,1038800,0.13,1,1,,0.13,30042,80
8/8/2009,,,0,,,,80,4000,1042800,0,1,,,,17270,80
9/8/2009,,,0,,,,101,5050,1047850,0,1,,,,21816,101
10/8/2009,,,0,,,,75,3750,1051600,0,1,,,,16199,75
11/8/2009,,,0,,,,70,3500,1055100,0,1,,,,15114,70
12/8/2009,,,0,,,,63,3150,1058250,0,1,,,,13578,63
13/8/2009,,,0,,,,85,4250,1062500,0,1,,,,18340,85
14/8/2009,,,0,,,,63,3150,1065650,0,1,,,,13597,63
15/8/2009,,,0,,,,26,1300,1066950,0,1,,,,5600,26
16/8/2009,,,0,,,,19,950,1067900,0,1,,,,4095,19
17/8/2009,,,0,,,,17,850,1068750,0,1,,,,3669,17
18/8/2009,,,0,,,,10,500,1069250,0,1,,,,2160,10
19/8/2009,,,0,,,,18,900,1070150,0,1,,,,3877,18
20/8/2009,,,0,,,,22,1100,1071250,0,1,,,,4734,22
21/8/2009,,,0,,,,14,700,1071950,0,1,,,,3010,14
22/8/2009,,,0,,,,7,350,1072300,0,1,,,,1505,7
23/8/2009,,,0,,,,15,750,1073050,0,1,,,,3233,15
24/8/2009,,,0,,,,15,750,1073800,0,1,,,,3225,15
25/8/2009,,,0,,,,50,2500,1076300,0,1,,,,10783,50
26/8/2009,,,3,,,,96,2400,1078700,0,1,2,,0,16120,48
27/8/2009,,,0,,,,29,1450,1080150,0,1,,,,6245,29
28/8/2009,,,0,,,,75,3750,1083900,0,1,,,,16180,75
29/8/2009,,,0,,,,78,3900,1087800,0,1,,,,16833,78
30/8/2009,,,1,,,,99,4850,1092650,0,1,0,,0,21086,97
31/8/2009,,,1,,,,93,4300,1096950,0,1,0,,0,19294,86
1/9/2009,,,0,,,,78,3900,1100850,0,1,,,,16832,78
2/9/2009,,,0,,,,66,3300,1104150,0,1,,,,14246,66
3/9/2009,,,1,,,,76,3050,1107200,0,1,0,,0,14817,61
4/9/2009,,,0,,,,64,3200,1110400,0,1,,,,13803,64
5/9/2009,,,0,,,,76,3800,1114200,0,1,,,,16404,76
6/9/2009,,,0,,,,68,3400,1117600,0,1,,,,14678,68
7/9/2009,,,1,,,,92,3900,1121500,0,1,0,,0,18364,78
8/9/2009,,,0,,,,69,3450,1124950,0,1,,,,14888,69
9/9/2009,,,0,,,,54,2700,1127650,0,1,,,,11653,54
10/9/2009,,,0,,,,67,3350,1131000,0,1,,,,14459,67
11/9/2009,,,0,,,,67,3350,1134350,0,1,,,,14460,67
12/9/2009,,,0,,,,69,3450,1137800,0,1,,,,14896,69
13/9/2009,,,0,,,,75,3750,1141550,0,1,,,,16188,75
14/9/2009,,,0,,,,74,3700,1145250,0,1,,,,15973,74
15/9/2009,,,0,,,,44,2200,1147450,0,1,,,,9498,44
16/9/2009,,,1,,,,74,3600,1151050,0,1,0,,0,15759,72
17/9/2009,,,1,,,,186,4200,1155250,0.12,1,1,,0.12,29755,84
18/9/2009,,,0,,,,78,3900,1159150,0,1,,,,16833,78
19/9/2009,,,0,,,,74,3700,1162850,0,1,,,,15981,74
20/9/2009,,,0,,,,78,3900,1166750,0,1,,,,16847,78
21/9/2009,,,1,,,,78,3450,1170200,0,1,0,,0,15853,69
22/9/2009,,,1,,,,66,1250,1171450,0,1,0,,0,9996,25
23/9/2009,,,0,,,,36,1800,1173250,0,1,,,,7766,36
24/9/2009,,,0,,,,97,4850,1178100,0,1,,,,20904,97
25/9/2009,,,2,,,,119,4550,1182650,0,1,0,,0,22688,91
26/9/2009,,,0,,,,100,5000,1187650,0,1,,,,21546,100
27/9/2009,,,1,,,,104,4350,1192000,0,1,0,,0,20652,87
28/9/2009,,,0,,,,85,4250,1196250,0,1,,,,18354,85
29/9/2009,,,2,,,,133,4400,1200650,0,1,0,,0,23990,88
30/9/2009,,,0,,,,85,4250,1204900,0,1,,,,18340,85
1/10/2009,,,0,,,,82,4100,1209000,0,1,,,,17703,82
2/10/2009,,,1,,,,83,3600,1212600,0,1,0,,0,16720,72
3/10/2009,,,0,,,,58,2900,1215500,0,1,,,,12494,58
4/10/2009,,,0,,,,53,2650,1218150,0,1,,,,11431,53
5/10/2009,,,0,,,,55,2750,1220900,0,1,,,,11867,55
6/10/2009,,,2,,,,58,2150,1223050,0,1,0,,0,11142,43
7/10/2009,,,0,,,,60,3000,1226050,0,1,,,,12943,60
8/10/2009,,,0,,,,70,3500,1229550,0,1,,,,15083,70
9/10/2009,,,0,,,,79,3950,1233500,0,1,,,,17037,79
10/10/2009,,,0,,,,77,3850,1237350,0,1,,,,16618,77
11/10/2009,,,0,,,,74,3700,1241050,0,1,,,,15966,74
12/10/2009,,,1,,,,132,2900,1243950,0,1,0,,0,21134,58
13/10/2009,,,0,,,,57,2850,1246800,0,1,,,,12301,57
14/10/2009,,,0,,,,69,3450,1250250,0,1,,,,14878,69
15/10/2009,,,0,,,,71,3550,1253800,0,1,,,,15291,71
16/10/2009,,,1,,,,141,3000,1256800,0,1,0,,0,22351,60
17/10/2009,,,0,,,,57,2850,1259650,0,1,,,,12303,57
18/10/2009,,,1,,,,82,3700,1263350,0,1,0,,0,16798,74
19/10/2009,,,0,,,,112,5600,1268950,0,1,,,,24130,112
20/10/2009,,,1,,,,197,4750,1273700,0.12,1,1,,0.12,32110,95
21/10/2009,,,1,,,,99,4000,1277700,0,1,0,,0,19333,80
22/10/2009,,,1,,,,130,4500,1282200,0,1,0,,0,24131,90
23/10/2009,,,0,,,,89,4450,1286650,0,1,,,,19173,89
24/10/2009,,,1,,,,70,3100,1289750,0,1,0,,0,14272,62
25/10/2009,,,0,,,,76,3800,1293550,0,1,,,,16384,76
26/10/2009,,,0,,,,71,3550,1297100,0,1,,,,15322,71
27/10/2009,,,1,,,,81,3200,1300300,0,1,0,,0,15730,64
28/10/2009,,,0,,,,66,3300,1303600,0,1,,,,14235,66
29/10/2009,,,2,,,,89,2300,1305900,0,1,0,,0,14692,46
30/10/2009,,,0,,,,60,3000,1308900,0,1,,,,12928,60
31/10/2009,,,0,,,,46,2300,1311200,0,1,,,,9904,46
1/11/2009,,,0,,,,25,1250,1312450,0,1,,,,5382,25
2/11/2009,,,0,,,,33,1650,1314100,0,1,,,,7108,33
3/11/2009,,,0,,,,62,3100,1317200,0,1,,,,13363,62
4/11/2009,,,1,,,,105,3150,1320350,0,1,0,,0,18529,63
5/11/2009,,,0,,,,57,2850,1323200,0,1,,,,12282,57
6/11/2009,,,0,,,,62,3100,1326300,0,1,,,,13364,62
7/11/2009,,,0,,,,69,3450,1329750,0,1,,,,14881,69
8/11/2009,,,0,,,,73,3650,1333400,0,1,,,,15735,73
9/11/2009,,,0,,,,64,3200,1336600,0,1,,,,13804,64
10/11/2009,,,0,,,,78,3900,1340500,0,1,,,,16800,78
11/11/2009,,,9,,,,116,3200,1343700,0,1,6,,0,21213,64
12/11/2009,,,0,,,,66,3300,1347000,0,1,,,,14218,66
13/11/2009,,,3,,,,93,4000,1351000,0,1,2,,0,19076,80
14/11/2009,,,0,,,,79,3950,1354950,0,1,,,,17035,79
15/11/2009,,,0,,,,96,4800,1359750,0,1,,,,20700,96
16/11/2009,,,0,,,,97,4850,1364600,0,1,,,,20921,97
17/11/2009,,,0,,,,92,4600,1369200,0,1,,,,19841,92
18/11/2009,,,0,,,,79,3950,1373150,0,1,,,,17019,79
19/11/2009,,,2,,,,153,3500,1376650,0,1,0,,0,26264,70
20/11/2009,,,0,,,,86,4300,1380950,0,1,,,,18543,86
21/11/2009,,,0,,,,73,3650,1384600,0,1,,,,15747,73
22/11/2009,,,0,,,,106,5300,1389900,0,1,,,,22865,106
23/11/2009,,,0,,,,96,4800,1394700,0,1,,,,20722,96
24/11/2009,,,0,,,,93,4650,1399350,0,1,,,,20048,93
25/11/2009,,,0,,,,90,4500,1403850,0,1,,,,19408,90
26/11/2009,,,0,,,,84,4200,1408050,0,1,,,,18103,84
27/11/2009,,,0,,,,74,3700,1411750,0,1,,,,15945,74
28/11/2009,,,0,,,,71,3550,1415300,0,1,,,,15305,71
29/11/2009,,,0,,,,60,3000,1418300,0,1,,,,12941,60
30/11/2009,,,0,,,,75,3750,1422050,0,1,,,,16182,75
1/12/2009,,,1,,,,240,3650,1425700,0.22,1,1,,0.22,35316,73
2/12/2009,,,0,,,,94,4700,1430400,0,1,,,,20271,94
3/12/2009,,,0,,,,88,4400,1434800,0,1,,,,18989,88
4/12/2009,,,0,,,,36,1800,1436600,0,1,,,,7756,36
5/12/2009,,,1,,,,84,3200,1439800,0,1,1,,0,15937,64
6/12/2009,,,2,,,,107,5150,1444950,0,1,1,,0,22697,103
7/12/2009,,,0,,,,112,5600,1450550,0,1,,,,24152,112
8/12/2009,,,2,,,,136,5250,1455800,0,1,0,,0,26167,105
9/12/2009,,,13,,,,119,4800,1460600,0,1,6,,0,25268,96
10/12/2009,,,0,,,,104,5200,1465800,0,1,,,,22427,104
11/12/2009,,,0,,,,112,5600,1471400,0,1,,,,24119,112
12/12/2009,,,2,,,,178,5500,1476900,0,1,0,,0,31509,110
13/12/2009,,,0,,,,114,5700,1482600,0,1,,,,24596,114
14/12/2009,,,5,,,,437,5100,1487700,0,1,1,,0,60330,102
15/12/2009,,,2,,,,119,5500,1493200,0,1,1,,0,24964,110
16/12/2009,,,1,,,,154,6800,1500000,0,1,0,,0,31309,136
17/12/2009,,,3,,,,179,8450,1508450,0,1,2,,0,38019,169
18/12/2009,,,0,,,,225,11250,1519700,0,1,,,,48497,225
19/12/2009,,,1,,,,200,9900,1529600,0,1,0,,0,42910,198
20/12/2009,,,0,,,,175,8750,1538350,0,1,,,,37785,175
21/12/2009,,,1,,,,177,8750,1547100,0,1,0,,0,37901,175
22/12/2009,,,0,,,,162,8100,1555200,0,1,,,,34947,162
23/12/2009,,,0,,,,154,7700,1562900,0,1,,,,33214,154
24/12/2009,,,0,,,,154,7700,1570600,0,1,,,,33216,154
25/12/2009,,,1,,,,151,7450,1578050,0,1,1,,0,32378,149
26/12/2009,,,0,,,,174,8700,1586750,0,1,,,,37535,174
27/12/2009,,,1,,,,173,8350,1595100,0,1,0,,0,36706,167
28/12/2009,,,0,,,,137,6850,1601950,0,1,,,,29558,137
29/12/2009,,,0,,,,171,8550,1610500,0,1,,,,36876,171
30/12/2009,,,0,,,,141,7050,1617550,0,1.124527343,,,,30412,141
31/12/2009,,,0,,,,138,6900,1624450,0,1.182899534,,,,29766,138
1/1/2010,,,2,,,,136,6600,1631050,0,1.182899534,0,,0,28770,132
2/1/2010,,,0,,,,126,6300,1637350,0,1.182899534,,,,27169,126
3/1/2010,,,0,,,,186,9300,1646650,0,1.182899534,,,,40132,186
4/1/2010,,,2,,,,266,9050,1655700,0,1.182899534,1,,0,48697,181
5/1/2010,,,0,,,,198,9900,1665600,0,1.182899534,,,,42695,198
6/1/2010,,,0,,,,163,8150,1673750,0,1.182899534,,,,35166,163
7/1/2010,,,0,,,,154,7700,1681450,0,1.182899534,,,,33208,154
8/1/2010,,,0,,,,153,7650,1689100,0,1.182899534,,,,33011,153
9/1/2010,,,0,,,,151,7550,1696650,0,1.182899534,,,,32590,151
10/1/2010,,,0,,,,190,9500,1706150,0,1.182899534,,,,41002,190
11/1/2010,,,0,,,,159,7950,1714100,0,1.191351035,,,,34296,159
12/1/2010,,,2,,,,375,7950,1722050,0.26,1.305062132,2,,0.13,59150,159
13/1/2010,,,2,,,,168,8200,1730250,0,1.305062132,2,,0,35835,164
14/1/2010,,,2,,,,155,7150,1737400,0,1.305062132,1,,0,32114,143
15/1/2010,,,1,,,,147,7050,1744450,0,1.305062132,0,,0,31006,141
16/1/2010,,,1,,,,132,6250,1750700,0,1.305062132,0,,0,27785,125
17/1/2010,,,0,,,,131,6550,1757250,0,1.305062132,,,,28239,131
18/1/2010,,,1,,,,128,6250,1763500,0,1.305062132,1,,0,27166,125
19/1/2010,,,0,,,,124,6200,1769700,0,1.305062132,,,,26708,124
20/1/2010,,,0,,,,158,7900,1777600,0,1.305062132,,,,34041,158
21/1/2010,,,9,,,,187,8750,1786350,0,1.305062132,6,,0,41166,175
22/1/2010,,,3,,,,141,6650,1793000,0,1.305062132,1,,0,29447,133
23/1/2010,,,2,,,,164,8000,1801000,0,1.305062132,1,,0,34954,160
24/1/2010,,,1,,,,156,7700,1808700,0,1.305062132,0,,0,33372,154
25/1/2010,,,4,,,,272,10550,1819250,0,1.323251507,1,,0,53015,211
26/1/2010,,,6,,,,215,9750,1829000,0,1.344224971,1,,0,44875,195
27/1/2010,,,2,,,,181,8200,1837200,0,1.344224971,0,,0,37729,164
28/1/2010,,,2,,,,199,8850,1846050,0,1.344224971,0,,0,40633,177
29/1/2010,,,4,,,,213,9850,1855900,0,1.344224971,0,,0,44868,197
30/1/2010,,,4,,,,248,10500,1866400,0,1.344224971,0,,0,49436,210
31/1/2010,,,2,,,,184,8250,1874650,0,1.344224971,0,,0,37792,165
1/2/2010,,,9,,,,203,9200,1883850,0,1.344224971,3,,0,43041,184
